Target_genes	ZNF398|Average	SRX3322508|293	SRX3322509|293	SRX6742746|hES_BG01V	SRX6742745|hESC_H9	SRX16497164|K-562	SRX16497166|K-562	STRING
UNC13B	24.333333	0	146	0	0	0	0	0
TEX14	24.333333	0	146	0	0	0	0	0
SENP2	24.333333	146	0	0	0	0	0	0
RETREG2	24.333333	0	146	0	0	0	0	0
RAD51C	24.333333	0	146	0	0	0	0	0
LRP11	24.333333	0	146	0	0	0	0	0
ETNK2	24.333333	0	146	0	0	0	0	0
CARNMT1	24.333333	0	146	0	0	0	0	0
CAMK2B	24.333333	0	146	0	0	0	0	0
TRIM11	24.166667	0	145	0	0	0	0	0
SPR	24.166667	0	145	0	0	0	0	0
SCYL3	24.166667	0	145	0	0	0	0	0
OCA2	24.166667	145	0	0	0	0	0	0
IFNGR1	24.166667	0	145	0	0	0	0	0
HBQ1	24.166667	0	145	0	0	0	0	0
FPGS	24.166667	0	145	0	0	0	0	0
FBXO4	24.166667	0	145	0	0	0	0	0
ECI1	24.166667	0	145	0	0	0	0	0
DYNC2H1	24.166667	0	145	0	0	0	0	0
DOCK6	24.166667	0	145	0	0	0	0	0
CHGA	24.166667	0	145	0	0	0	0	0
ZNF341	24.000000	0	144	0	0	0	0	0
USP16	24.000000	0	144	0	0	0	0	0
TRIP13	24.000000	144	0	0	0	0	0	0
TMEM187	24.000000	0	144	0	0	0	0	0
RUFY2	24.000000	0	144	0	0	0	0	0
RTTN	24.000000	0	144	0	0	0	0	0
FAIM2	24.000000	0	144	0	0	0	0	0
BRK1	24.000000	0	144	0	0	0	0	0
BRD9	24.000000	144	0	0	0	0	0	0
ARPP19	24.000000	0	144	0	0	0	0	0
ANGPTL2	24.000000	0	144	0	0	0	0	0
ACSF2	24.000000	0	144	0	0	0	0	0
ZNF607	23.833333	0	143	0	0	0	0	0
ZNF461	23.833333	0	143	0	0	0	0	0
TPI1	23.833333	0	143	0	0	0	0	0
RYR1	23.833333	0	143	0	0	0	0	0
PAFAH1B2	23.833333	0	143	0	0	0	0	0
METTL16	23.833333	0	143	0	0	0	0	0
MAMDC2	23.833333	0	143	0	0	0	0	0
LRRC24	23.833333	0	143	0	0	0	0	0
FUBP3	23.833333	0	143	0	0	0	0	0
FHDC1	23.833333	0	143	0	0	0	0	0
FAM20A	23.833333	0	143	0	0	0	0	0
FAM174C	23.833333	0	143	0	0	0	0	0
EIF4H	23.833333	0	143	0	0	0	0	0
E2F8	23.833333	0	143	0	0	0	0	0
COA6	23.833333	0	143	0	0	0	0	0
CNIH4	23.833333	0	143	0	0	0	0	0
CAMKV	23.833333	0	143	0	0	0	0	0
CALHM2	23.833333	0	143	0	0	0	0	0
CACNA1D	23.833333	0	143	0	0	0	0	0
BZW2	23.833333	0	143	0	0	0	0	0
ANKMY2	23.833333	0	143	0	0	0	0	0
UBE2G1	23.666667	0	142	0	0	0	0	0
UBE2D2	23.666667	0	142	0	0	0	0	0
TPST2	23.666667	0	142	0	0	0	0	0
TMEM183A	23.666667	0	142	0	0	0	0	0
TMC5	23.666667	0	142	0	0	0	0	0
TIMELESS	23.666667	0	142	0	0	0	0	0
SEMA3F	23.666667	0	142	0	0	0	0	0
PSMB10	23.666667	0	142	0	0	0	0	0
PRIM2	23.666667	0	142	0	0	0	0	0
OPN4	23.666667	142	0	0	0	0	0	0
GATA4	23.666667	0	142	0	0	0	0	0
FADS3	23.666667	142	0	0	0	0	0	0
DUT	23.666667	0	142	0	0	0	0	0
CRTAP	23.666667	0	142	0	0	0	0	0
BNIP2	23.666667	0	142	0	0	0	0	0
ANXA6	23.666667	0	142	0	0	0	0	0
ADAMTS6	23.666667	0	142	0	0	0	0	0
ZNF248	23.500000	0	141	0	0	0	0	0
TIGD3	23.500000	0	141	0	0	0	0	0
TATDN3	23.500000	141	0	0	0	0	0	0
SOX18	23.500000	0	141	0	0	0	0	0
RBM7	23.500000	0	141	0	0	0	0	0
OSGEP	23.500000	0	141	0	0	0	0	0
NSL1	23.500000	141	0	0	0	0	0	0
LIG3	23.500000	0	141	0	0	0	0	0
KDM7A	23.500000	0	141	0	0	0	0	0
HIF1AN	23.500000	0	141	0	0	0	0	0
GDPGP1	23.500000	0	141	0	0	0	0	0
DDX39B	23.500000	0	141	0	0	0	0	0
COX5A	23.500000	0	141	0	0	0	0	0
CIB1	23.500000	0	141	0	0	0	0	0
CCDC106	23.500000	0	141	0	0	0	0	0
C12orf75	23.500000	0	141	0	0	0	0	0
C11orf71	23.500000	0	141	0	0	0	0	0
APEX1	23.500000	0	141	0	0	0	0	0
VPS37B	23.333333	0	140	0	0	0	0	0
TOMM22	23.333333	0	140	0	0	0	0	0
TBL1X	23.333333	0	140	0	0	0	0	0
TARS3	23.333333	0	140	0	0	0	0	0
TANGO6	23.333333	0	140	0	0	0	0	0
RAB30	23.333333	0	140	0	0	0	0	0
OLFML2B	23.333333	0	140	0	0	0	0	0
METTL23	23.333333	0	140	0	0	0	0	0
JMJD6	23.333333	0	140	0	0	0	0	0
IRX4	23.333333	0	140	0	0	0	0	0
INTS12	23.333333	0	140	0	0	0	0	0
GSTCD	23.333333	0	140	0	0	0	0	0
GNA13	23.333333	0	140	0	0	0	0	0
EGFLAM	23.333333	0	140	0	0	0	0	0
CDCA4	23.333333	0	140	0	0	0	0	0
SQSTM1	23.166667	0	139	0	0	0	0	0
MAPK1IP1L	23.166667	0	139	0	0	0	0	0
KIF23	23.166667	0	139	0	0	0	0	0
HERC3	23.166667	139	0	0	0	0	0	0
H4C8	23.166667	0	139	0	0	0	0	0
GRIN2B	23.166667	0	139	0	0	0	0	0
FAM83A	23.166667	0	139	0	0	0	0	0
FAM214B	23.166667	0	139	0	0	0	0	0
ASXL2	23.166667	0	139	0	0	0	0	0
ZNF511	23.000000	0	138	0	0	0	0	0
ZNF397	23.000000	0	138	0	0	0	0	0
TUBGCP2	23.000000	0	138	0	0	0	0	0
TMEM186	23.000000	0	138	0	0	0	0	0
SULT1A4	23.000000	0	138	0	0	0	0	0
SULT1A3	23.000000	0	138	0	0	0	0	0
RAN	23.000000	0	138	0	0	0	0	0
PNPLA3	23.000000	0	138	0	0	0	0	0
PMM2	23.000000	0	138	0	0	0	0	0
PDE7A	23.000000	0	138	0	0	0	0	0
PAN2	23.000000	0	138	0	0	0	0	0
KCNK3	23.000000	0	138	0	0	0	0	0
KCNH1	23.000000	0	138	0	0	0	0	0
INSM2	23.000000	0	138	0	0	0	0	0
INO80C	23.000000	0	138	0	0	0	0	0
HLA-DQA1	23.000000	0	138	0	0	0	0	0
HINT1	23.000000	0	138	0	0	0	0	0
GPC1	23.000000	0	138	0	0	0	0	0
FAM24B	23.000000	0	138	0	0	0	0	0
FAM102A	23.000000	0	138	0	0	0	0	0
EPB41	23.000000	0	138	0	0	0	0	0
EDN1	23.000000	0	138	0	0	0	0	0
ZNF558	22.833333	0	137	0	0	0	0	0
ZDHHC20	22.833333	0	137	0	0	0	0	0
ZCCHC12	22.833333	137	0	0	0	0	0	0
TPD52L1	22.833333	0	137	0	0	0	0	0
TLX3	22.833333	0	137	0	0	0	0	0
SLC6A17	22.833333	0	137	0	0	0	0	0
GPR176	22.833333	0	137	0	0	0	0	0
GNG2	22.833333	137	0	0	0	0	0	0
FAM227A	22.833333	0	137	0	0	0	0	0
FAM207A	22.833333	0	137	0	0	0	0	0
DGCR6L	22.833333	0	137	0	0	0	0	0
CBY1	22.833333	0	137	0	0	0	0	0
BICD2	22.833333	137	0	0	0	0	0	0
ARHGEF5	22.833333	0	137	0	0	0	0	0
ZNF28	22.666667	0	136	0	0	0	0	0
SYNPO2	22.666667	0	136	0	0	0	0	0
SF3A1	22.666667	0	136	0	0	0	0	0
RIOK1	22.666667	0	136	0	0	0	0	0
RAD51D	22.666667	0	136	0	0	0	0	0
PLEKHA7	22.666667	0	136	0	0	0	0	0
PIEZO1	22.666667	0	136	0	0	0	0	0
NCOA6	22.666667	0	136	0	0	0	0	0
FHL2	22.666667	0	136	0	0	0	0	0
FAHD2A	22.666667	0	136	0	0	0	0	0
CYREN	22.666667	0	136	0	0	0	0	0
CYP2R1	22.666667	0	136	0	0	0	0	0
CYB5B	22.666667	0	136	0	0	0	0	0
CTPS1	22.666667	0	136	0	0	0	0	0
CCDC157	22.666667	0	136	0	0	0	0	0
CAGE1	22.666667	0	136	0	0	0	0	0
AP5S1	22.666667	0	136	0	0	0	0	0
SMARCA5	22.500000	135	0	0	0	0	0	0
PITPNB	22.500000	0	135	0	0	0	0	0
NKAIN3	22.500000	135	0	0	0	0	0	0
MFSD14A	22.500000	0	135	0	0	0	0	0
LYPD6	22.500000	0	135	0	0	0	0	0
GDPD5	22.500000	0	135	0	0	0	0	0
FREM1	22.500000	135	0	0	0	0	0	0
FAM227B	22.500000	0	135	0	0	0	0	0
ESRRB	22.500000	0	135	0	0	0	0	0
DTWD1	22.500000	0	135	0	0	0	0	0
CRIM1	22.500000	0	135	0	0	0	0	0
C12orf42	22.500000	0	135	0	0	0	0	0
ALG10B	22.500000	0	135	0	0	0	0	0
ZNF765-ZNF761	22.333333	0	134	0	0	0	0	0
ZNF765	22.333333	0	134	0	0	0	0	0
TBCA	22.333333	0	134	0	0	0	0	0
SSR4	22.333333	0	134	0	0	0	0	0
SLC22A18	22.333333	0	134	0	0	0	0	0
SERF2	22.333333	0	134	0	0	0	0	0
PARK7	22.333333	0	134	0	0	0	0	0
LYRM4	22.333333	0	134	0	0	0	0	0
LPAR2	22.333333	0	134	0	0	0	0	0
IDH3G	22.333333	0	134	0	0	0	0	0
FARS2	22.333333	0	134	0	0	0	0	0
ELL3	22.333333	0	134	0	0	0	0	0
C8orf76	22.333333	0	134	0	0	0	0	0
ZNF131	22.166667	0	133	0	0	0	0	0
TSPYL4	22.166667	0	133	0	0	0	0	0
TESK1	22.166667	0	133	0	0	0	0	0
STON2	22.166667	0	133	0	0	0	0	0
SHROOM1	22.166667	0	133	0	0	0	0	0
RAB3IL1	22.166667	133	0	0	0	0	0	0
PPP1R3F	22.166667	0	133	0	0	0	0	0
KCNS2	22.166667	0	133	0	0	0	0	0
HEBP1	22.166667	0	133	0	0	0	0	0
GUK1	22.166667	0	133	0	0	0	0	0
FXR1	22.166667	0	133	0	0	0	0	0
CUL7	22.166667	0	133	0	0	0	0	0
COQ10A	22.166667	0	133	0	0	0	0	0
ACAT2	22.166667	133	0	0	0	0	0	0
WASHC3	22.000000	132	0	0	0	0	0	0
TECPR1	22.000000	132	0	0	0	0	0	0
SPHK1	22.000000	0	132	0	0	0	0	0
SCRN1	22.000000	0	132	0	0	0	0	0
RNF225	22.000000	0	132	0	0	0	0	0
PPFIA3	22.000000	0	132	0	0	0	0	0
MMP23B	22.000000	0	132	0	0	0	0	0
INSIG2	22.000000	0	132	0	0	0	0	0
H2AZ2	22.000000	132	0	0	0	0	0	0
GRP	22.000000	132	0	0	0	0	0	0
GMPPA	22.000000	0	132	0	0	0	0	0
GABRP	22.000000	0	132	0	0	0	0	0
EXPH5	22.000000	0	132	0	0	0	0	0
CHRM3	22.000000	0	132	0	0	0	0	0
CBFA2T3	22.000000	0	132	0	0	0	0	0
C19orf73	22.000000	0	132	0	0	0	0	0
ZNF572	21.833333	0	131	0	0	0	0	0
VPS72	21.833333	0	131	0	0	0	0	0
TOMM40	21.833333	0	131	0	0	0	0	0
THSD7B	21.833333	0	131	0	0	0	0	0
SLC30A1	21.833333	0	131	0	0	0	0	0
RPP14	21.833333	0	131	0	0	0	0	0
PCID2	21.833333	0	131	0	0	0	0	0
PCBP3	21.833333	0	131	0	0	0	0	0
PARP1	21.833333	0	131	0	0	0	0	0
LMO3	21.833333	0	131	0	0	0	0	0
KLHL17	21.833333	0	131	0	0	0	0	0
KIF22	21.833333	0	131	0	0	0	0	0
IL17RB	21.833333	0	131	0	0	0	0	0
HTD2	21.833333	0	131	0	0	0	0	0
HTATSF1	21.833333	0	131	0	0	0	0	0
CUL4A	21.833333	0	131	0	0	0	0	0
CHDH	21.833333	0	131	0	0	0	0	0
CENPS-CORT	21.833333	0	131	0	0	0	0	0
CENPS	21.833333	0	131	0	0	0	0	0
ABHD14B	21.833333	0	131	0	0	0	0	0
SYTL2	21.666667	130	0	0	0	0	0	0
SLC8A3	21.666667	0	130	0	0	0	0	0
SERPING1	21.666667	0	130	0	0	0	0	0
SEC61A1	21.666667	0	130	0	0	0	0	0
RNF24	21.666667	0	130	0	0	0	0	0
RASA3	21.666667	0	130	0	0	0	0	0
PPM1H	21.666667	0	130	0	0	0	0	0
PISD	21.666667	0	130	0	0	0	0	0
OXSM	21.666667	0	130	0	0	0	0	0
NECTIN1	21.666667	0	130	0	0	0	0	0
NANP	21.666667	0	130	0	0	0	0	0
MTIF2	21.666667	0	130	0	0	0	0	0
FAF1	21.666667	0	130	0	0	0	0	0
DCAF7	21.666667	0	130	0	0	0	0	0
CSTF2T	21.666667	130	0	0	0	0	0	0
COL6A2	21.666667	0	130	0	0	0	0	0
CLMP	21.666667	0	130	0	0	0	0	0
BROX	21.666667	0	130	0	0	0	0	0
AIDA	21.666667	0	130	0	0	0	0	0
ABHD2	21.666667	0	130	0	0	0	0	0
ZNF497	21.500000	0	129	0	0	0	0	0
TVP23B	21.500000	0	129	0	0	0	0	0
TBC1D14	21.500000	0	129	0	0	0	0	0
RBMS3	21.500000	0	129	0	0	0	0	0
RAB33B	21.500000	0	129	0	0	0	0	0
PPEF1	21.500000	129	0	0	0	0	0	0
PALD1	21.500000	0	129	0	0	0	0	0
P2RX6	21.500000	129	0	0	0	0	0	0
NIN	21.500000	0	129	0	0	0	0	0
GTF2B	21.500000	0	129	0	0	0	0	0
CHN1	21.500000	0	129	0	0	0	0	0
CCN5	21.500000	129	0	0	0	0	0	0
AFTPH	21.500000	0	129	0	0	0	0	0
TNFSF9	21.333333	0	128	0	0	0	0	0
TMEM258	21.333333	0	128	0	0	0	0	0
TAF4	21.333333	0	128	0	0	0	0	0
RUVBL2	21.333333	0	128	0	0	0	0	0
PNPLA2	21.333333	0	128	0	0	0	0	0
PGAM1	21.333333	0	128	0	0	0	0	0
PDZD8	21.333333	0	128	0	0	0	0	0
NOCT	21.333333	0	128	0	0	0	0	0
LKAAEAR1	21.333333	0	128	0	0	0	0	0
KIFC3	21.333333	0	128	0	0	0	0	0
INPP1	21.333333	0	128	0	0	0	0	0
HSPA2	21.333333	0	128	0	0	0	0	0
HLA-DPA1	21.333333	0	128	0	0	0	0	0
GYS1	21.333333	0	128	0	0	0	0	0
GPR3	21.333333	0	128	0	0	0	0	0
FEN1	21.333333	0	128	0	0	0	0	0
CALR	21.333333	0	128	0	0	0	0	0
C8orf33	21.333333	0	128	0	0	0	0	0
ARL6IP1	21.333333	0	128	0	0	0	0	0
ARHGAP20	21.333333	0	128	0	0	0	0	0
ANGPTL1	21.333333	0	128	0	0	0	0	0
AFF2	21.333333	0	128	0	0	0	0	0
TP73	21.166667	0	127	0	0	0	0	0
TMED1	21.166667	0	127	0	0	0	0	0
SDCBP	21.166667	0	127	0	0	0	0	0
MRPS18C	21.166667	127	0	0	0	0	0	0
IRF2BP1	21.166667	0	127	0	0	0	0	0
HK2	21.166667	0	127	0	0	0	0	0
HELQ	21.166667	127	0	0	0	0	0	0
DYNLT1	21.166667	0	127	0	0	0	0	0
COPS7A	21.166667	0	127	0	0	0	0	0
CLINT1	21.166667	0	127	0	0	0	0	0
CALY	21.166667	127	0	0	0	0	0	0
ATP5MC3	21.166667	0	127	0	0	0	0	0
APOL1	21.166667	0	127	0	0	0	0	0
ACP2	21.166667	127	0	0	0	0	0	0
ZNF700	21.000000	126	0	0	0	0	0	0
USP35	21.000000	126	0	0	0	0	0	0
TRAF6	21.000000	0	126	0	0	0	0	0
THEM6	21.000000	0	126	0	0	0	0	0
SREBF1	21.000000	0	126	0	0	0	0	0
SLC35E4	21.000000	0	126	0	0	0	0	0
REEP2	21.000000	0	126	0	0	0	0	0
RC3H1	21.000000	0	126	0	0	0	0	0
RAG1	21.000000	0	126	0	0	0	0	0
PRADC1	21.000000	0	126	0	0	0	0	0
PNO1	21.000000	0	126	0	0	0	0	0
OSBPL11	21.000000	0	126	0	0	0	0	0
MEAF6	21.000000	0	126	0	0	0	0	0
KCTD21	21.000000	126	0	0	0	0	0	0
GMCL1	21.000000	0	126	0	0	0	0	0
GATAD1	21.000000	126	0	0	0	0	0	0
FMC1-LUC7L2	21.000000	0	126	0	0	0	0	0
FMC1	21.000000	0	126	0	0	0	0	0
EMSY	21.000000	0	126	0	0	0	0	0
EFCAB14	21.000000	0	126	0	0	0	0	0
CYP24A1	21.000000	0	126	0	0	0	0	0
CORO2A	21.000000	0	126	0	0	0	0	0
CCT7	21.000000	0	126	0	0	0	0	0
C20orf141	21.000000	0	126	0	0	0	0	0
ATP6V0D1	21.000000	0	126	0	0	0	0	0
ASCC3	21.000000	0	126	0	0	0	0	0
APBA1	21.000000	0	126	0	0	0	0	0
ZSCAN32	20.833333	0	125	0	0	0	0	0
ZNF326	20.833333	0	125	0	0	0	0	0
ZNF174	20.833333	0	125	0	0	0	0	0
YTHDF3	20.833333	0	125	0	0	0	0	0
TRIM27	20.833333	0	125	0	0	0	0	0
PLXNA3	20.833333	0	125	0	0	0	0	0
MYOM3	20.833333	0	125	0	0	0	0	0
MAP3K20	20.833333	0	125	0	0	0	0	0
JAGN1	20.833333	0	125	0	0	0	0	0
HIBCH	20.833333	0	125	0	0	0	0	0
GPATCH1	20.833333	0	125	0	0	0	0	0
DNAJC2	20.833333	0	125	0	0	0	0	0
CRYM	20.833333	0	125	0	0	0	0	0
CACYBP	20.833333	0	125	0	0	0	0	0
XPR1	20.666667	0	124	0	0	0	0	0
TK2	20.666667	0	124	0	0	0	0	0
SPAG16	20.666667	0	124	0	0	0	0	0
SLC35F5	20.666667	0	124	0	0	0	0	0
SEMA3D	20.666667	124	0	0	0	0	0	0
RNASEH2C	20.666667	0	124	0	0	0	0	0
RELL1	20.666667	0	124	0	0	0	0	0
NBN	20.666667	0	124	0	0	0	0	0
ENSA	20.666667	124	0	0	0	0	0	0
ELAC2	20.666667	0	124	0	0	0	0	0
CKLF-CMTM1	20.666667	0	124	0	0	0	0	0
CKLF	20.666667	0	124	0	0	0	0	0
CDC27	20.666667	0	124	0	0	0	0	0
CCDC177	20.666667	0	124	0	0	0	0	0
C17orf75	20.666667	0	124	0	0	0	0	0
ZNF639	20.500000	0	123	0	0	0	0	0
TOPORS	20.500000	0	123	0	0	0	0	0
TDP2	20.500000	0	123	0	0	0	0	0
SMIM27	20.500000	0	123	0	0	0	0	0
RAB1B	20.500000	0	123	0	0	0	0	0
R3HCC1	20.500000	0	123	0	0	0	0	0
PPIB	20.500000	0	123	0	0	0	0	0
MINDY3	20.500000	0	123	0	0	0	0	0
MAPK3	20.500000	0	123	0	0	0	0	0
LAMTOR5	20.500000	0	123	0	0	0	0	0
GPR89A	20.500000	0	123	0	0	0	0	0
FGF1	20.500000	0	123	0	0	0	0	0
FBXL3	20.500000	0	123	0	0	0	0	0
DNAJB1	20.500000	0	123	0	0	0	0	0
C1RL	20.500000	0	123	0	0	0	0	0
AKT1S1	20.500000	0	123	0	0	0	0	0
ACOT13	20.500000	0	123	0	0	0	0	0
ACADVL	20.500000	0	123	0	0	0	0	0
ZNF440	20.333333	0	122	0	0	0	0	0
ZHX1-C8orf76	20.333333	0	122	0	0	0	0	0
ZHX1	20.333333	0	122	0	0	0	0	0
UBTD1	20.333333	0	122	0	0	0	0	0
TFCP2L1	20.333333	122	0	0	0	0	0	0
SOS2	20.333333	0	122	0	0	0	0	0
MMS19	20.333333	0	122	0	0	0	0	0
M6PR	20.333333	0	122	0	0	0	0	0
LTV1	20.333333	0	122	0	0	0	0	0
KLRG1	20.333333	0	122	0	0	0	0	0
KLHDC1	20.333333	0	122	0	0	0	0	0
KCND2	20.333333	0	122	0	0	0	0	0
ITFG2	20.333333	122	0	0	0	0	0	0
IFIT5	20.333333	0	122	0	0	0	0	0
GAGE2C	20.333333	0	122	0	0	0	0	0
GAGE2B	20.333333	0	122	0	0	0	0	0
GAGE2A	20.333333	0	122	0	0	0	0	0
FDPS	20.333333	0	122	0	0	0	0	0
CWC25	20.333333	0	122	0	0	0	0	0
C9orf152	20.333333	0	122	0	0	0	0	0
AP3S2	20.333333	0	122	0	0	0	0	0
ZNF470	20.166667	0	121	0	0	0	0	0
ZNF33A	20.166667	0	121	0	0	0	0	0
USP40	20.166667	0	121	0	0	0	0	0
TRIM16L	20.166667	121	0	0	0	0	0	0
TLCD5	20.166667	0	121	0	0	0	0	0
POLA1	20.166667	0	121	0	0	0	0	0
PLK5	20.166667	121	0	0	0	0	0	0
PGLS	20.166667	0	121	0	0	0	0	0
PACS1	20.166667	0	121	0	0	0	0	0
OGDH	20.166667	0	121	0	0	0	0	0
NRP2	20.166667	0	121	0	0	0	0	0
HEMK1	20.166667	0	121	0	0	0	0	0
GUCY1B1	20.166667	121	0	0	0	0	0	0
DZIP1	20.166667	0	121	0	0	0	0	0
DACT1	20.166667	0	121	0	0	0	0	0
CX3CL1	20.166667	0	121	0	0	0	0	0
CIART	20.166667	0	121	0	0	0	0	0
ZNF667	20.000000	0	120	0	0	0	0	0
TRMO	20.000000	0	120	0	0	0	0	0
TMEM191B	20.000000	0	120	0	0	0	0	0
MOXD1	20.000000	0	120	0	0	0	0	0
MFSD2A	20.000000	0	120	0	0	0	0	0
KLHL29	20.000000	0	120	0	0	0	0	0
JTB	20.000000	0	120	0	0	0	0	0
FANCG	20.000000	0	120	0	0	0	0	0
DUSP3	20.000000	0	120	0	0	0	0	0
DENND6A	20.000000	0	120	0	0	0	0	0
UBXN8	19.833333	119	0	0	0	0	0	0
TSACC	19.833333	0	119	0	0	0	0	0
TRAPPC4	19.833333	0	119	0	0	0	0	0
TECPR2	19.833333	0	119	0	0	0	0	0
SMAD7	19.833333	0	119	0	0	0	0	0
SDSL	19.833333	0	119	0	0	0	0	0
RPS25	19.833333	0	119	0	0	0	0	0
RASAL1	19.833333	0	119	0	0	0	0	0
POLD3	19.833333	0	119	0	0	0	0	0
NSMCE4A	19.833333	0	119	0	0	0	0	0
NEUROG3	19.833333	0	119	0	0	0	0	0
MYO1D	19.833333	0	119	0	0	0	0	0
LARP1B	19.833333	0	119	0	0	0	0	0
KIF2A	19.833333	0	119	0	0	0	0	0
GALNT10	19.833333	0	119	0	0	0	0	0
ENDOV	19.833333	0	119	0	0	0	0	0
DARS1	19.833333	0	119	0	0	0	0	0
CINP	19.833333	0	119	0	0	0	0	0
CDC6	19.833333	0	119	0	0	0	0	0
CCT3	19.833333	0	119	0	0	0	0	0
BECN1	19.833333	0	119	0	0	0	0	0
B3GNTL1	19.833333	119	0	0	0	0	0	0
ALKBH7	19.833333	119	0	0	0	0	0	0
TTC13	19.666667	0	118	0	0	0	0	0
TRAPPC8	19.666667	0	118	0	0	0	0	0
TOMM6	19.666667	0	118	0	0	0	0	0
PUM1	19.666667	0	118	0	0	0	0	0
PPL	19.666667	0	118	0	0	0	0	0
PGBD1	19.666667	0	118	0	0	0	0	0
NUCB2	19.666667	0	118	0	0	0	0	0
NME4	19.666667	118	0	0	0	0	0	0
EIF3K	19.666667	0	118	0	0	0	0	0
CPQ	19.666667	0	118	0	0	0	0	0
CD44	19.666667	0	118	0	0	0	0	0
CCDC186	19.666667	0	118	0	0	0	0	0
ARID3A	19.666667	0	118	0	0	0	0	0
ABCA5	19.666667	0	118	0	0	0	0	0
WAPL	19.500000	0	117	0	0	0	0	0
TM9SF4	19.500000	0	117	0	0	0	0	0
TIGAR	19.500000	0	117	0	0	0	0	0
TCTEX1D4	19.500000	0	117	0	0	0	0	0
TAS1R1	19.500000	0	117	0	0	0	0	0
SLC25A11	19.500000	0	117	0	0	0	0	0
SFXN4	19.500000	0	117	0	0	0	0	0
RNF167	19.500000	0	117	0	0	0	0	0
PPP5D1	19.500000	0	117	0	0	0	0	0
PPP1R42	19.500000	0	117	0	0	0	0	0
NOL9	19.500000	0	117	0	0	0	0	0
NIBAN1	19.500000	117	0	0	0	0	0	0
LDHC	19.500000	0	117	0	0	0	0	0
IFITM10	19.500000	0	117	0	0	0	0	0
GSAP	19.500000	0	117	0	0	0	0	0
CALM3	19.500000	0	117	0	0	0	0	0
BTBD19	19.500000	0	117	0	0	0	0	0
ARSJ	19.500000	117	0	0	0	0	0	0
ZNF302	19.333333	0	116	0	0	0	0	0
TM9SF1	19.333333	0	116	0	0	0	0	0
SNAPIN	19.333333	0	116	0	0	0	0	0
SLC4A11	19.333333	0	116	0	0	0	0	0
SAP130	19.333333	0	116	0	0	0	0	0
RPL39	19.333333	0	116	0	0	0	0	0
RBBP5	19.333333	116	0	0	0	0	0	0
PSAT1	19.333333	0	116	0	0	0	0	0
PIGO	19.333333	116	0	0	0	0	0	0
PFKFB3	19.333333	0	116	0	0	0	0	0
PEPD	19.333333	0	116	0	0	0	0	0
NAA20	19.333333	0	116	0	0	0	0	0
LIN7B	19.333333	0	116	0	0	0	0	0
KCNQ4	19.333333	116	0	0	0	0	0	0
HLA-E	19.333333	0	116	0	0	0	0	0
GPR157	19.333333	0	116	0	0	0	0	0
EYA3	19.333333	0	116	0	0	0	0	0
EHD4	19.333333	0	116	0	0	0	0	0
DNAL4	19.333333	0	116	0	0	0	0	0
CCDC181	19.333333	0	116	0	0	0	0	0
C10orf105	19.333333	0	116	0	0	0	0	0
BCAT2	19.333333	0	116	0	0	0	0	0
ABCD4	19.333333	0	116	0	0	0	0	0
XK	19.166667	0	115	0	0	0	0	0
TMTC3	19.166667	115	0	0	0	0	0	0
SS18	19.166667	0	115	0	0	0	0	0
SNIP1	19.166667	0	115	0	0	0	0	0
SMIM20	19.166667	0	115	0	0	0	0	0
SH2D2A	19.166667	0	115	0	0	0	0	0
RIMBP3C	19.166667	0	115	0	0	0	0	0
PDIK1L	19.166667	0	115	0	0	0	0	0
MTMR14	19.166667	115	0	0	0	0	0	0
MAGOH	19.166667	0	115	0	0	0	0	0
LATS2	19.166667	0	115	0	0	0	0	0
GDNF	19.166667	0	115	0	0	0	0	0
GAS1	19.166667	0	115	0	0	0	0	0
DEK	19.166667	0	115	0	0	0	0	0
COPG1	19.166667	0	115	0	0	0	0	0
CEP290	19.166667	115	0	0	0	0	0	0
CCDC42	19.166667	115	0	0	0	0	0	0
CC2D1A	19.166667	0	115	0	0	0	0	0
C19orf57	19.166667	0	115	0	0	0	0	0
ANO2	19.166667	0	115	0	0	0	0	0
AARS2	19.166667	0	115	0	0	0	0	0
XKR8	19.000000	0	114	0	0	0	0	0
UBA2	19.000000	0	114	0	0	0	0	0
TAB1	19.000000	0	114	0	0	0	0	0
SAE1	19.000000	0	114	0	0	0	0	0
RPS21	19.000000	0	114	0	0	0	0	0
POLR1E	19.000000	0	114	0	0	0	0	0
NCSTN	19.000000	0	114	0	0	0	0	0
MATN2	19.000000	0	114	0	0	0	0	0
LHX2	19.000000	0	114	0	0	0	0	0
HDAC10	19.000000	0	114	0	0	0	0	0
FAM204A	19.000000	114	0	0	0	0	0	0
COPA	19.000000	0	114	0	0	0	0	0
ABHD5	19.000000	0	114	0	0	0	0	0
ZNF594	18.833333	113	0	0	0	0	0	0
ZNF451	18.833333	0	113	0	0	0	0	0
TTC14	18.833333	113	0	0	0	0	0	0
TNKS	18.833333	0	113	0	0	0	0	0
TMEM117	18.833333	0	113	0	0	0	0	0
STC2	18.833333	0	113	0	0	0	0	0
ST3GAL1	18.833333	0	113	0	0	0	0	0
RPL37	18.833333	0	113	0	0	0	0	0
ROPN1	18.833333	0	113	0	0	0	0	0
RHOJ	18.833333	0	113	0	0	0	0	0
REXO4	18.833333	113	0	0	0	0	0	0
RASGRF2	18.833333	113	0	0	0	0	0	0
PPP6R1	18.833333	113	0	0	0	0	0	0
