Target_genes	UBTF|Average	SRX2423977|GM12878	SRX2423978|GM12878	SRX2424229|HeLa	SRX2424230|HeLa	SRX10478330|Hep_G2	SRX10478331|Hep_G2	SRX1519704|hESC_H9	SRX1519705|hESC_H9	SRX150418|K-562	SRX150721|K-562	SRX23177015|PLC/PRF/5	SRX23177016|PLC/PRF/5	STRING
STAM	27.416667	0	0	0	0	182	147	0	0	0	0	0	0	0
RBPMS2	27.416667	0	0	0	0	232	0	0	0	0	97	0	0	0
PTER	27.416667	0	0	0	0	178	75	0	0	0	76	0	0	0
PLEKHH2	27.416667	0	0	0	0	215	114	0	0	0	0	0	0	0
FAM237B	27.416667	0	0	0	0	212	117	0	0	0	0	0	0	0
CCNO	27.416667	0	0	0	0	211	0	0	0	0	118	0	0	0
ZNF776	27.333333	0	0	0	0	215	113	0	0	0	0	0	0	0
STC2	27.333333	0	0	0	0	247	0	0	0	0	0	81	0	0
PPP2R5B	27.333333	0	0	0	0	209	119	0	0	0	0	0	0	0
NCAPH2	27.333333	0	0	0	0	200	128	0	0	0	0	0	0	0
LMF2	27.333333	0	0	0	0	200	128	0	0	0	0	0	0	0
KIF5A	27.333333	0	0	0	0	194	0	0	0	0	134	0	0	0
IL11RA	27.333333	0	0	0	0	238	90	0	0	0	0	0	0	0
GRB14	27.333333	0	0	0	0	328	0	0	0	0	0	0	0	0
DNAH7	27.333333	0	0	0	0	140	188	0	0	0	0	0	0	0
ALKBH2	27.333333	0	0	0	0	114	214	0	0	0	0	0	0	0
ZNF334	27.250000	0	0	0	0	224	103	0	0	0	0	0	0	0
TECPR2	27.250000	0	0	0	0	327	0	0	0	0	0	0	0	0
SLC37A1	27.250000	0	0	0	0	219	0	0	0	0	108	0	0	0
MCM5	27.250000	0	0	0	0	0	0	0	0	110	217	0	0	0
LOXL4	27.250000	0	0	0	0	215	0	0	0	0	112	0	0	0
CINP	27.250000	0	0	0	0	327	0	0	0	0	0	0	0	0
CCDC124	27.250000	0	0	0	0	123	127	0	0	0	77	0	0	0
ZNF594	27.166667	0	0	0	0	133	193	0	0	0	0	0	0	0
ZNF521	27.166667	0	0	0	0	205	0	0	0	0	121	0	0	0
ZNF260	27.166667	0	0	0	0	202	124	0	0	0	0	0	0	0
VGLL2	27.166667	0	0	0	0	230	96	0	0	0	0	0	0	0
RPE	27.166667	0	0	0	0	159	167	0	0	0	0	0	0	0
MRPL36	27.166667	0	0	0	0	222	0	0	0	0	104	0	0	0
CDC20	27.166667	0	0	0	0	106	106	0	0	0	114	0	0	0
ZFYVE21	27.083333	0	0	0	0	325	0	0	0	0	0	0	0	0
XRCC3	27.083333	0	0	0	0	325	0	0	0	0	0	0	0	0
SNAI1	27.083333	0	0	0	0	325	0	0	0	0	0	0	0	0
NCLN	27.083333	0	0	0	0	240	0	0	0	0	85	0	0	0
MRPS21	27.083333	0	0	0	0	152	173	0	0	0	0	0	0	0
MRPS11	27.083333	0	0	0	0	218	107	0	0	0	0	0	0	0
MRPL46	27.083333	0	0	0	0	218	107	0	0	0	0	0	0	0
LPAR1	27.083333	0	0	0	0	325	0	0	0	0	0	0	0	0
HOXA1	27.083333	0	0	0	0	260	65	0	0	0	0	0	0	0
FIGLA	27.083333	0	0	0	0	150	77	0	0	0	98	0	0	0
FAM171A1	27.083333	0	0	0	0	231	94	0	0	0	0	0	0	0
CDCA8	27.083333	0	0	0	0	164	0	0	0	0	161	0	0	0
TMEM121B	27.000000	0	0	0	0	0	0	0	0	0	324	0	0	0
SMYD4	27.000000	0	0	0	0	192	0	0	0	0	132	0	0	0
SAMD13	27.000000	0	0	0	0	220	0	0	0	0	104	0	0	0
RPA1	27.000000	0	0	0	0	192	0	0	0	0	132	0	0	0
PTPN6	27.000000	0	0	0	0	201	0	0	0	0	0	123	0	0
MCM2	27.000000	0	0	0	0	193	131	0	0	0	0	0	0	0
CKLF-CMTM1	27.000000	0	0	0	0	100	224	0	0	0	0	0	0	0
CKLF	27.000000	0	0	0	0	100	224	0	0	0	0	0	0	0
CCNJL	27.000000	0	0	0	0	324	0	0	0	0	0	0	0	0
BAHD1	27.000000	0	0	0	0	0	0	0	0	0	324	0	0	0
ADGRA2	27.000000	0	0	0	0	233	0	0	0	0	91	0	0	0
ZNF615	26.916667	0	0	0	0	179	144	0	0	0	0	0	0	0
XK	26.916667	0	0	0	0	209	0	0	0	0	114	0	0	0
WWP2	26.916667	0	0	0	0	198	125	0	0	0	0	0	0	0
VIPR1	26.916667	0	0	0	0	108	108	0	0	0	107	0	0	0
UTP20	26.916667	0	0	0	0	192	131	0	0	0	0	0	0	0
TMEM161B	26.916667	0	0	0	0	123	200	0	0	0	0	0	0	0
TMEM150C	26.916667	0	0	0	0	323	0	0	0	0	0	0	0	0
RPUSD1	26.916667	0	0	0	0	323	0	0	0	0	0	0	0	0
NSMCE1	26.916667	0	0	0	0	183	140	0	0	0	0	0	0	0
NAP1L3	26.916667	0	0	0	0	323	0	0	0	0	0	0	0	0
GPHA2	26.916667	0	0	0	0	175	148	0	0	0	0	0	0	0
GALE	26.916667	0	0	0	0	233	0	0	0	0	90	0	0	0
FAM133A	26.916667	0	0	0	0	323	0	0	0	0	0	0	0	0
CHTF18	26.916667	0	0	0	0	323	0	0	0	0	0	0	0	0
ZNF417	26.833333	0	0	0	0	170	152	0	0	0	0	0	0	0
ZMYM6	26.833333	0	0	0	0	190	132	0	0	0	0	0	0	0
SLC7A11	26.833333	0	0	0	0	127	0	0	0	0	195	0	0	0
RAPGEF5	26.833333	0	0	0	0	322	0	0	0	0	0	0	0	0
NDUFB8	26.833333	0	0	0	0	193	129	0	0	0	0	0	0	0
HLA-E	26.833333	0	0	0	0	205	117	0	0	0	0	0	0	0
GRIN3B	26.833333	0	0	0	0	170	0	0	0	0	152	0	0	0
ZNHIT3	26.750000	0	0	0	0	232	89	0	0	0	0	0	0	0
SLC39A7	26.750000	0	0	0	0	196	125	0	0	0	0	0	0	0
SELENON	26.750000	0	0	0	0	197	124	0	0	0	0	0	0	0
RXRB	26.750000	0	0	0	0	196	125	0	0	0	0	0	0	0
RGS17	26.750000	0	0	0	0	321	0	0	0	0	0	0	0	0
REEP4	26.750000	0	0	0	0	230	91	0	0	0	0	0	0	0
NUCB1	26.750000	0	0	0	0	140	72	0	0	0	109	0	0	0
KAT8	26.750000	0	0	0	0	124	0	0	0	0	0	197	0	0
DSC3	26.750000	0	0	0	0	321	0	0	0	0	0	0	0	0
CYFIP2	26.750000	0	0	0	0	321	0	0	0	0	0	0	0	0
CDADC1	26.750000	0	0	0	0	209	112	0	0	0	0	0	0	0
ZNF185	26.666667	0	0	0	0	129	80	0	0	0	111	0	0	0
TBXAS1	26.666667	0	0	0	0	320	0	0	0	0	0	0	0	0
RFPL2	26.666667	0	0	0	0	202	118	0	0	0	0	0	0	0
PPFIBP2	26.666667	0	0	0	0	228	92	0	0	0	0	0	0	0
MED7	26.666667	0	0	0	0	165	155	0	0	0	0	0	0	0
HIPK2	26.666667	0	0	0	0	320	0	0	0	0	0	0	0	0
CD83	26.666667	0	0	0	0	320	0	0	0	0	0	0	0	0
BEX3	26.666667	0	0	0	0	320	0	0	0	0	0	0	0	0
ACTR1A	26.666667	0	0	0	0	0	0	0	0	0	0	176	144	0
ZCCHC12	26.583333	0	0	0	0	0	0	0	0	111	208	0	0	0
SSTR5	26.583333	0	0	0	0	172	147	0	0	0	0	0	0	0
RGS20	26.583333	0	0	0	0	51	0	0	0	105	163	0	0	0
PUM3	26.583333	0	0	0	0	170	149	0	0	0	0	0	0	0
NUP93	26.583333	0	0	0	0	175	144	0	0	0	0	0	0	0
NDUFA9	26.583333	0	0	0	0	161	158	0	0	0	0	0	0	0
NDUFA5	26.583333	0	0	0	0	155	164	0	0	0	0	0	0	0
NAV1	26.583333	0	0	0	0	0	0	0	0	127	192	0	0	0
KHDC1	26.583333	0	0	0	0	0	0	0	0	126	193	0	0	0
H2BC3	26.583333	0	0	0	0	190	129	0	0	0	0	0	0	0
GALNT13	26.583333	0	0	0	0	319	0	0	0	0	0	0	0	0
CCDC102A	26.583333	0	0	0	0	319	0	0	0	0	0	0	0	0
ATP5MG	26.583333	0	0	0	0	144	175	0	0	0	0	0	0	0
ARHGAP20	26.583333	0	0	0	0	319	0	0	0	0	0	0	0	0
ANKRD34B	26.583333	0	0	0	0	220	99	0	0	0	0	0	0	0
AKAP3	26.583333	0	0	0	0	161	158	0	0	0	0	0	0	0
ZNF85	26.500000	0	0	0	0	202	116	0	0	0	0	0	0	0
ZNF557	26.500000	0	0	0	0	97	106	0	0	0	115	0	0	0
TUSC2	26.500000	0	0	0	0	193	125	0	0	0	0	0	0	0
STAT6	26.500000	0	0	0	0	143	175	0	0	0	0	0	0	0
NFKBID	26.500000	0	0	0	0	0	70	0	0	0	248	0	0	0
MPP3	26.500000	0	0	0	0	220	0	0	0	0	98	0	0	0
CSPG5	26.500000	0	0	0	0	159	0	0	0	0	159	0	0	0
ZNF543	26.416667	0	0	0	0	157	88	0	0	0	72	0	0	0
IRF5	26.416667	0	0	0	0	317	0	0	0	0	0	0	0	0
INHBE	26.416667	0	0	0	0	197	120	0	0	0	0	0	0	0
FBXW9	26.416667	0	0	0	0	143	174	0	0	0	0	0	0	0
ZNF888	26.333333	0	0	0	0	67	109	0	0	0	140	0	0	0
UQCRB	26.333333	0	0	0	0	120	120	0	0	0	76	0	0	0
TCF19	26.333333	0	0	0	0	164	152	0	0	0	0	0	0	0
SYT17	26.333333	0	0	0	0	198	118	0	0	0	0	0	0	0
RASSF8	26.333333	0	0	0	0	316	0	0	0	0	0	0	0	0
MEGF11	26.333333	0	0	0	0	316	0	0	0	0	0	0	0	0
CCHCR1	26.333333	0	0	0	0	164	152	0	0	0	0	0	0	0
C17orf64	26.333333	0	0	0	0	217	99	0	0	0	0	0	0	0
ALAS1	26.333333	0	0	0	0	110	96	0	0	0	110	0	0	0
ACAP3	26.333333	0	0	0	0	196	120	0	0	0	0	0	0	0
TTC39A	26.250000	0	0	0	0	139	0	0	0	0	176	0	0	0
DTNA	26.250000	0	0	0	0	315	0	0	0	0	0	0	0	0
DOC2B	26.250000	0	0	0	0	315	0	0	0	0	0	0	0	0
DCAF4	26.250000	0	0	0	0	181	134	0	0	0	0	0	0	0
CPLANE2	26.250000	0	0	0	0	139	0	0	0	0	176	0	0	0
C11orf95	26.250000	0	0	0	0	211	0	0	0	0	104	0	0	0
ZW10	26.166667	0	0	0	0	163	151	0	0	0	0	0	0	0
TMEM74	26.166667	0	0	0	0	216	98	0	0	0	0	0	0	0
PRKCZ	26.166667	0	0	0	0	180	134	0	0	0	0	0	0	0
NACC1	26.166667	0	0	0	0	104	0	0	0	0	210	0	0	0
HINFP	26.166667	0	0	0	0	153	0	0	0	0	0	161	0	0
GJC2	26.166667	0	0	0	0	143	171	0	0	0	0	0	0	0
COX6A1	26.166667	0	0	0	0	165	149	0	0	0	0	0	0	0
C14orf132	26.166667	0	0	0	0	314	0	0	0	0	0	0	0	0
ARHGEF6	26.166667	0	0	0	0	140	0	0	0	0	174	0	0	0
AGTRAP	26.166667	0	0	0	0	167	147	0	0	0	0	0	0	0
ADCY3	26.166667	0	0	0	0	0	0	0	0	125	189	0	0	0
ZNF841	26.083333	0	0	0	0	122	101	0	0	0	90	0	0	0
ZBTB48	26.083333	0	0	0	0	205	108	0	0	0	0	0	0	0
RASSF7	26.083333	0	0	0	0	183	130	0	0	0	0	0	0	0
NECTIN2	26.083333	0	0	0	0	162	151	0	0	0	0	0	0	0
MMP16	26.083333	0	0	0	0	186	127	0	0	0	0	0	0	0
LMNTD2	26.083333	0	0	0	0	183	130	0	0	0	0	0	0	0
HS6ST1	26.083333	0	0	0	0	313	0	0	0	0	0	0	0	0
GPATCH4	26.083333	0	0	0	0	151	162	0	0	0	0	0	0	0
ARMC4	26.083333	0	0	0	0	313	0	0	0	0	0	0	0	0
SLC6A2	26.000000	0	0	0	0	312	0	0	0	0	0	0	0	0
PEX5	26.000000	0	0	0	0	179	133	0	0	0	0	0	0	0
NPAS2	26.000000	0	0	0	0	312	0	0	0	0	0	0	0	0
HSPBP1	26.000000	0	0	0	0	0	95	0	0	0	101	116	0	0
GRK3	26.000000	0	0	0	0	228	84	0	0	0	0	0	0	0
ZNF785	25.916667	0	0	0	0	0	0	0	0	120	191	0	0	0
URM1	25.916667	0	0	0	0	177	134	0	0	0	0	0	0	0
TMEM187	25.916667	0	0	0	0	0	0	0	0	0	0	192	119	0
SNCAIP	25.916667	0	0	0	0	311	0	0	0	0	0	0	0	0
MYZAP	25.916667	0	0	0	0	139	0	0	0	0	172	0	0	0
GCOM1	25.916667	0	0	0	0	139	0	0	0	0	172	0	0	0
GAS6	25.916667	0	0	0	0	179	0	0	0	0	132	0	0	0
AZIN2	25.916667	0	0	0	0	179	132	0	0	0	0	0	0	0
ALKAL1	25.916667	0	0	0	0	222	89	0	0	0	0	0	0	0
ZXDA	25.833333	0	0	0	0	310	0	0	0	0	0	0	0	0
SREBF1	25.833333	0	0	0	0	201	109	0	0	0	0	0	0	0
PPP1R42	25.833333	0	0	0	0	142	168	0	0	0	0	0	0	0
PLD5	25.833333	0	0	0	0	310	0	0	0	0	0	0	0	0
CYP2S1	25.833333	0	0	0	0	210	0	0	0	0	100	0	0	0
C1orf74	25.833333	0	0	0	0	123	82	0	0	0	105	0	0	0
APOL2	25.833333	0	0	0	0	139	171	0	0	0	0	0	0	0
ZNF512B	25.750000	0	0	0	0	198	111	0	0	0	0	0	0	0
ZNF268	25.750000	0	0	0	0	118	129	0	0	0	62	0	0	0
TAMALIN	25.750000	0	0	0	0	114	0	0	0	0	195	0	0	0
TNK1	25.666667	0	0	0	0	308	0	0	0	0	0	0	0	0
SLC38A7	25.666667	0	0	0	0	176	132	0	0	0	0	0	0	0
POLD3	25.666667	0	0	0	0	111	197	0	0	0	0	0	0	0
MLLT3	25.666667	0	0	0	0	308	0	0	0	0	0	0	0	0
HIC1	25.666667	0	0	0	0	308	0	0	0	0	0	0	0	0
GTF2IRD2	25.666667	0	0	0	0	174	0	0	0	0	134	0	0	0
DDX47	25.666667	0	0	0	0	161	147	0	0	0	0	0	0	0
BSPRY	25.666667	0	0	0	0	308	0	0	0	0	0	0	0	0
ZNF160	25.583333	0	0	0	0	108	86	0	0	0	113	0	0	0
ZCCHC10	25.583333	0	0	0	0	145	162	0	0	0	0	0	0	0
TUBA8	25.583333	0	0	0	0	307	0	0	0	0	0	0	0	0
SNAPC1	25.583333	0	0	0	0	171	136	0	0	0	0	0	0	0
PWWP3A	25.583333	0	0	0	0	166	0	0	0	0	141	0	0	0
FABP3	25.583333	0	0	0	0	211	0	0	0	0	96	0	0	0
CBSL	25.583333	0	0	0	0	0	0	0	0	137	170	0	0	0
TMEM200C	25.500000	0	0	0	0	162	144	0	0	0	0	0	0	0
PROSER2	25.500000	0	0	0	0	306	0	0	0	0	0	0	0	0
POC1A	25.500000	0	0	0	0	160	146	0	0	0	0	0	0	0
MRPL35	25.500000	0	0	0	0	144	162	0	0	0	0	0	0	0
MFSD12	25.500000	0	0	0	0	224	0	0	0	0	82	0	0	0
FAHD2B	25.500000	0	0	0	0	185	0	0	0	0	121	0	0	0
ATP8A2	25.500000	0	0	0	0	134	0	0	0	0	172	0	0	0
ZBTB47	25.416667	0	0	0	0	91	0	0	0	0	214	0	0	0
VWA5B2	25.416667	0	0	0	0	192	0	0	0	0	113	0	0	0
TBC1D32	25.416667	0	0	0	0	118	187	0	0	0	0	0	0	0
PPP1R12C	25.416667	0	0	0	0	193	112	0	0	0	0	0	0	0
MPRIP	25.416667	0	0	0	0	163	142	0	0	0	0	0	0	0
LENG1	25.416667	0	0	0	0	0	0	0	0	0	0	186	119	0
ESPNL	25.416667	0	0	0	0	204	101	0	0	0	0	0	0	0
CSDE1	25.416667	0	0	0	0	143	162	0	0	0	0	0	0	0
CDIN1	25.416667	0	0	0	0	173	132	0	0	0	0	0	0	0
ARL6	25.416667	0	0	0	0	182	123	0	0	0	0	0	0	0
TINAGL1	25.333333	0	0	0	0	198	106	0	0	0	0	0	0	0
SHLD1	25.333333	0	0	0	0	126	178	0	0	0	0	0	0	0
RGN	25.333333	0	0	0	0	223	81	0	0	0	0	0	0	0
POGLUT2	25.333333	0	0	0	0	202	102	0	0	0	0	0	0	0
MAEA	25.333333	0	0	0	0	175	129	0	0	0	0	0	0	0
HIF1AN	25.333333	0	0	0	0	65	89	0	0	0	150	0	0	0
GPD2	25.333333	0	0	0	0	0	0	0	0	0	304	0	0	0
FAM114A1	25.333333	0	0	0	0	221	83	0	0	0	0	0	0	0
EXOC3L4	25.333333	0	0	0	0	188	116	0	0	0	0	0	0	0
BIVM	25.333333	0	0	0	0	202	102	0	0	0	0	0	0	0
SLFN13	25.250000	0	0	0	0	0	0	0	0	0	303	0	0	0
IFRD2	25.250000	0	0	0	0	163	140	0	0	0	0	0	0	0
ENTPD8	25.250000	0	0	0	0	171	132	0	0	0	0	0	0	0
EBNA1BP2	25.250000	0	0	0	0	150	153	0	0	0	0	0	0	0
CFAP57	25.250000	0	0	0	0	150	153	0	0	0	0	0	0	0
BOC	25.250000	0	0	0	0	229	74	0	0	0	0	0	0	0
ZNF300	25.166667	0	0	0	0	134	168	0	0	0	0	0	0	0
ZNF22	25.166667	0	0	0	0	0	0	0	0	117	185	0	0	0
UBQLN4	25.166667	0	0	0	0	191	111	0	0	0	0	0	0	0
TTBK2	25.166667	0	0	0	0	157	145	0	0	0	0	0	0	0
TMX2	25.166667	0	0	0	0	95	79	0	0	0	0	128	0	0
MED19	25.166667	0	0	0	0	95	79	0	0	0	0	128	0	0
HR	25.166667	0	0	0	0	302	0	0	0	0	0	0	0	0
HILPDA	25.166667	0	0	0	0	212	90	0	0	0	0	0	0	0
CGREF1	25.166667	0	0	0	0	209	93	0	0	0	0	0	0	0
CD151	25.166667	0	0	0	0	202	0	0	0	0	100	0	0	0
BAALC	25.166667	0	0	0	0	302	0	0	0	0	0	0	0	0
ADHFE1	25.166667	0	0	0	0	162	140	0	0	0	0	0	0	0
SYF2	25.083333	0	0	0	0	182	119	0	0	0	0	0	0	0
SLC7A1	25.083333	0	0	0	0	301	0	0	0	0	0	0	0	0
RNF32	25.083333	0	0	0	0	0	0	0	0	103	198	0	0	0
RNF215	25.083333	0	0	0	0	205	0	0	0	0	96	0	0	0
PRDM8	25.083333	0	0	0	0	176	125	0	0	0	0	0	0	0
PGM5	25.083333	0	0	0	0	301	0	0	0	0	0	0	0	0
PAK1	25.083333	0	0	0	0	168	0	0	0	0	133	0	0	0
NHSL1	25.083333	0	0	0	0	132	169	0	0	0	0	0	0	0
HRH3	25.083333	0	0	0	0	301	0	0	0	0	0	0	0	0
DHX36	25.083333	0	0	0	0	187	114	0	0	0	0	0	0	0
AXDND1	25.083333	0	0	0	0	162	139	0	0	0	0	0	0	0
ZNF239	25.000000	0	0	0	0	0	0	0	0	105	195	0	0	0
ZNF221	25.000000	0	0	0	0	153	147	0	0	0	0	0	0	0
TOP2A	25.000000	0	0	0	0	72	80	0	0	0	148	0	0	0
SYNE1	25.000000	0	0	0	0	300	0	0	0	0	0	0	0	0
MACROD2	25.000000	0	0	0	0	300	0	0	0	0	0	0	0	0
DAPK3	25.000000	0	0	0	0	170	0	0	0	0	0	130	0	0
CYB5A	25.000000	0	0	0	0	200	100	0	0	0	0	0	0	0
C20orf96	25.000000	0	0	0	0	164	136	0	0	0	0	0	0	0
BTC	25.000000	0	0	0	0	210	90	0	0	0	0	0	0	0
B3GNT3	25.000000	0	0	0	0	230	70	0	0	0	0	0	0	0
ZNF345	24.916667	0	0	0	0	175	124	0	0	0	0	0	0	0
ZDHHC22	24.916667	0	0	0	0	299	0	0	0	0	0	0	0	0
TMEM114	24.916667	0	0	0	0	299	0	0	0	0	0	0	0	0
SPIN1	24.916667	0	0	0	0	299	0	0	0	0	0	0	0	0
POM121L2	24.916667	0	0	0	0	138	161	0	0	0	0	0	0	0
MTBP	24.916667	0	0	0	0	132	167	0	0	0	0	0	0	0
MRPL13	24.916667	0	0	0	0	132	167	0	0	0	0	0	0	0
LYPD6	24.916667	0	0	0	0	192	107	0	0	0	0	0	0	0
H3C8	24.916667	0	0	0	0	160	139	0	0	0	0	0	0	0
GRN	24.916667	0	0	0	0	176	123	0	0	0	0	0	0	0
FASTKD2	24.916667	0	0	0	0	129	170	0	0	0	0	0	0	0
CEP20	24.916667	0	0	0	0	125	174	0	0	0	0	0	0	0
BAX	24.916667	0	0	0	0	193	106	0	0	0	0	0	0	0
VLDLR	24.833333	0	0	0	0	298	0	0	0	0	0	0	0	0
VBP1	24.833333	0	0	0	0	114	0	0	0	0	184	0	0	0
SNAI2	24.833333	0	0	0	0	178	120	0	0	0	0	0	0	0
SMIM38	24.833333	0	0	0	0	298	0	0	0	0	0	0	0	0
RHOJ	24.833333	0	0	0	0	182	116	0	0	0	0	0	0	0
RAB15	24.833333	0	0	0	0	213	0	0	0	0	85	0	0	0
PGGHG	24.833333	0	0	0	0	0	0	0	0	70	228	0	0	0
FMO5	24.833333	0	0	0	0	130	70	0	0	0	98	0	0	0
FHIT	24.833333	0	0	0	0	154	144	0	0	0	0	0	0	0
DVL2	24.833333	0	0	0	0	159	139	0	0	0	0	0	0	0
DEPP1	24.833333	0	0	0	0	133	165	0	0	0	0	0	0	0
COX7C	24.833333	0	0	0	0	142	156	0	0	0	0	0	0	0
CHRD	24.833333	0	0	0	0	174	0	0	0	124	0	0	0	0
ARHGEF10L	24.833333	0	0	0	0	145	153	0	0	0	0	0	0	0
ZNF234	24.750000	0	0	0	0	138	159	0	0	0	0	0	0	0
PHF23	24.750000	0	0	0	0	212	0	0	0	0	0	85	0	0
JAML	24.750000	0	0	0	0	133	164	0	0	0	0	0	0	0
IL15	24.750000	0	0	0	0	297	0	0	0	0	0	0	0	0
HSD17B8	24.750000	0	0	0	0	188	109	0	0	0	0	0	0	0
ERICH5	24.750000	0	0	0	0	240	57	0	0	0	0	0	0	0
CPT2	24.750000	0	0	0	0	189	0	0	0	0	108	0	0	0
AQP10	24.750000	0	0	0	0	0	0	0	0	0	297	0	0	0
ZNF414	24.666667	0	0	0	0	0	97	0	0	0	199	0	0	0
SYNJ2BP-COX16	24.666667	0	0	0	0	110	186	0	0	0	0	0	0	0
SYNJ2BP	24.666667	0	0	0	0	110	186	0	0	0	0	0	0	0
SPACA9	24.666667	0	0	0	0	202	0	0	0	0	94	0	0	0
MSLN	24.666667	0	0	0	0	129	167	0	0	0	0	0	0	0
MIDN	24.666667	0	0	0	0	0	0	0	0	149	0	147	0	0
EEF1G	24.666667	0	0	0	0	185	111	0	0	0	0	0	0	0
CCDC181	24.666667	0	0	0	0	138	158	0	0	0	0	0	0	0
AK8	24.666667	0	0	0	0	202	0	0	0	0	94	0	0	0
UBR1	24.583333	0	0	0	0	115	88	0	0	0	92	0	0	0
TRIM56	24.583333	0	0	0	0	121	104	0	0	0	70	0	0	0
SGCE	24.583333	0	0	0	0	108	187	0	0	0	0	0	0	0
PEG10	24.583333	0	0	0	0	108	187	0	0	0	0	0	0	0
PARP8	24.583333	0	0	0	0	219	76	0	0	0	0	0	0	0
MRPL2	24.583333	0	0	0	0	152	143	0	0	0	0	0	0	0
KLC4	24.583333	0	0	0	0	152	143	0	0	0	0	0	0	0
DPF1	24.583333	0	0	0	0	118	0	0	0	0	0	177	0	0
DMD	24.583333	0	0	0	0	295	0	0	0	0	0	0	0	0
TRMT10B	24.500000	0	0	0	0	165	129	0	0	0	0	0	0	0
QPCT	24.500000	0	0	0	0	203	91	0	0	0	0	0	0	0
MAGI1	24.500000	0	0	0	0	203	91	0	0	0	0	0	0	0
LRRC34	24.500000	0	0	0	0	202	92	0	0	0	0	0	0	0
CXCL1	24.500000	0	0	0	0	0	0	0	0	0	294	0	0	0
VPS11	24.416667	0	0	0	0	136	157	0	0	0	0	0	0	0
TFAP2A	24.416667	0	0	0	0	183	0	0	0	0	110	0	0	0
TBL1X	24.416667	0	0	0	0	168	125	0	0	0	0	0	0	0
TAF8	24.416667	0	0	0	0	136	157	0	0	0	0	0	0	0
PTPRE	24.416667	0	0	0	0	293	0	0	0	0	0	0	0	0
PSMA3	24.416667	0	0	0	0	194	99	0	0	0	0	0	0	0
INF2	24.416667	0	0	0	0	131	0	0	0	0	162	0	0	0
ENO3	24.416667	0	0	0	0	192	0	0	0	0	101	0	0	0
DNAJC14	24.416667	0	0	0	0	152	141	0	0	0	0	0	0	0
CD3D	24.416667	0	0	0	0	0	0	0	0	0	293	0	0	0
CACNA2D1	24.416667	0	0	0	0	293	0	0	0	0	0	0	0	0
ZNF530	24.333333	0	0	0	0	127	165	0	0	0	0	0	0	0
RAB3D	24.333333	0	0	0	0	181	111	0	0	0	0	0	0	0
KRI1	24.333333	0	0	0	0	191	101	0	0	0	0	0	0	0
FSCN2	24.333333	0	0	0	0	188	104	0	0	0	0	0	0	0
ARMC2	24.333333	0	0	0	0	130	162	0	0	0	0	0	0	0
PAM16	24.250000	0	0	0	0	191	100	0	0	0	0	0	0	0
MAP3K13	24.250000	0	0	0	0	159	132	0	0	0	0	0	0	0
LARS1	24.250000	0	0	0	0	132	159	0	0	0	0	0	0	0
E2F1	24.250000	0	0	0	0	213	78	0	0	0	0	0	0	0
CLDN4	24.250000	0	0	0	0	198	93	0	0	0	0	0	0	0
CDC6	24.250000	0	0	0	0	100	116	0	0	0	75	0	0	0
ANGPTL2	24.250000	0	0	0	0	203	88	0	0	0	0	0	0	0
AMOTL1	24.250000	0	0	0	0	140	0	0	0	0	151	0	0	0
ZNF416	24.166667	0	0	0	0	204	86	0	0	0	0	0	0	0
TMEM108	24.166667	0	0	0	0	0	0	0	0	144	146	0	0	0
NPTN	24.166667	0	0	0	0	201	89	0	0	0	0	0	0	0
DLX4	24.166667	0	0	0	0	170	120	0	0	0	0	0	0	0
DDX39A	24.166667	0	0	0	0	0	0	0	0	0	157	0	133	0
CBX8	24.166667	0	0	0	0	177	0	0	0	0	113	0	0	0
ASB9	24.166667	0	0	0	0	197	93	0	0	0	0	0	0	0
RBP5	24.083333	0	0	0	0	0	105	0	0	0	184	0	0	0
MT1F	24.083333	0	0	0	0	166	123	0	0	0	0	0	0	0
MARS1	24.083333	0	0	0	0	161	128	0	0	0	0	0	0	0
LAMTOR2	24.083333	0	0	0	0	178	111	0	0	0	0	0	0	0
KRTAP5-5	24.083333	0	0	0	0	289	0	0	0	0	0	0	0	0
ATRX	24.083333	0	0	0	0	118	171	0	0	0	0	0	0	0
ABCB4	24.083333	0	0	0	0	289	0	0	0	0	0	0	0	0
SETD7	24.000000	0	0	0	0	110	0	0	0	0	178	0	0	0
POLB	24.000000	0	0	0	0	141	147	0	0	0	0	0	0	0
PLAUR	24.000000	0	0	0	0	0	0	0	0	0	288	0	0	0
PHF12	24.000000	0	0	0	0	72	0	0	0	0	0	116	100	0
MPPED2	24.000000	0	0	0	0	288	0	0	0	0	0	0	0	0
MBD2	24.000000	0	0	0	0	288	0	0	0	0	0	0	0	0
LRRC43	24.000000	0	0	0	0	186	102	0	0	0	0	0	0	0
KIAA1522	24.000000	0	0	0	0	166	0	0	0	0	122	0	0	0
ELOVL3	24.000000	0	0	0	0	165	123	0	0	0	0	0	0	0
ZWILCH	23.916667	0	0	0	0	143	144	0	0	0	0	0	0	0
ZNF37A	23.916667	0	0	0	0	181	106	0	0	0	0	0	0	0
RPL4	23.916667	0	0	0	0	143	144	0	0	0	0	0	0	0
PTGR2	23.916667	0	0	0	0	155	132	0	0	0	0	0	0	0
MOSPD2	23.916667	0	0	0	0	0	0	0	0	0	0	152	135	0
FANCB	23.916667	0	0	0	0	0	0	0	0	0	0	152	135	0
DIAPH2	23.916667	0	0	0	0	175	112	0	0	0	0	0	0	0
