Target_genes	CHD7|Average	SRX3010215|A549	SRX3010216|A549	SRX1901615|CD34+	SRX9795022|Cerebellum	SRX3010108|GM12878	SRX3010109|GM12878	SRX116455|hESC_H1	SRX186669|hESC_H1	SRX3581475|iPSC_derived_neural_cells	SRX3581477|iPSC_derived_neural_cells	SRX3581509|iPSC_derived_neural_cells	SRX3581511|iPSC_derived_neural_cells	SRX702549|iPSC_derived_neural_cells	SRX3581513|iPSC_derived_neural_crests	SRX3581515|iPSC_derived_neural_crests	SRX3581504|iPS_cells	SRX3581507|iPS_cells	SRX116418|K-562	SRX186674|K-562	STRING
ARHGDIA	8.473684	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS5	8.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0
ZNF234	8.421053	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZDHHC2	8.421053	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZDHHC12	8.421053	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPI1	8.421053	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM160	8.421053	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SQSTM1	8.421053	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPINDOC	8.421053	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHISA5	8.421053	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEMA6C	8.421053	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEMA4D	8.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0
RBM3	8.421053	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPN6	8.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0
PNPLA6	8.421053	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PNMA6A	8.421053	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLCL1	8.421053	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMT2	8.421053	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGAT4B	8.421053	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MEX3D	8.421053	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MDGA2	8.421053	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0
LGALS8	8.421053	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KHNYN	8.421053	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INCENP	8.421053	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPA1B	8.421053	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAUS5	8.421053	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSTM2	8.421053	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLIPR1	8.421053	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOSB	8.421053	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPHB1	8.421053	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EFEMP2	8.421053	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTNNB1	8.421053	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COMTD1	8.421053	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CBLN3	8.421053	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALDH1L1	8.421053	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFAP1	8.421053	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBGCP6	8.368421	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRA2A	8.368421	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFPI2	8.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0
STUB1	8.368421	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPIB	8.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0
SLC7A8	8.368421	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF175	8.368421	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBBP8NL	8.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0
PURB	8.368421	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSRC1	8.368421	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFATC4	8.368421	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFS6	8.368421	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K20	8.368421	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KHK	8.368421	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOPX	8.368421	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRPEL1	8.368421	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FYCO1	8.368421	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXG1	8.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0
FAXDC2	8.368421	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENO1	8.368421	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DTD1	8.368421	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJB11	8.368421	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJA4	8.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0
CMTM5	8.368421	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLYBL	8.368421	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP6V1C2	8.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0
ARMCX6	8.368421	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APEH	8.368421	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADM5	8.368421	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0
ZNF761	8.315789	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBA1	8.315789	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSC22D2	8.315789	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM35B	8.315789	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLCD3B	8.315789	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TKT	8.315789	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D2B	8.315789	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC16A4	8.315789	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINB9	8.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0
SCD	8.315789	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF44	8.315789	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RANBP17	8.315789	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB13	8.315789	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0
PRKG1	8.315789	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POGLUT2	8.315789	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PNMA2	8.315789	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PMEL	8.315789	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIGA	8.315789	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHAC1	8.315789	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NT5DC3	8.315789	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MACO1	8.315789	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LMNB2	8.315789	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LCA5	8.315789	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNJ6	8.315789	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITGA7	8.315789	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IAH1	8.315789	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPB2	8.315789	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HABP4	8.315789	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRAT1	8.315789	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FHOD3	8.315789	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM81A	8.315789	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAP	8.315789	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRYAB	8.315789	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDK2	8.315789	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNB4	8.315789	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BPTF	8.315789	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BIVM	8.315789	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BET1L	8.315789	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAK1	8.315789	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAPPC2	8.263158	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAF7	8.263158	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TOR3A	8.263158	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF12A	8.263158	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0
ST3GAL1	8.263158	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNX14	8.263158	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH2B2	8.263158	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL12	8.263158	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RMI1	8.263158	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QKI	8.263158	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OFD1	8.263158	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRSAM1	8.263158	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT80	8.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0
ITGB4	8.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0
IL31RA	8.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0
HNRNPK	8.263158	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HILPDA	8.263158	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FEM1B	8.263158	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXL17	8.263158	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAAF2	8.263158	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHCR24	8.263158	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYB561	8.263158	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3orf18	8.263158	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRSK2	8.263158	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMFR	8.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0
ACAA2	8.263158	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSC22D3	8.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0
TPP1	8.210526	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TIFA	8.210526	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STC2	8.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0
SLC25A24	8.210526	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A1	8.210526	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC19A2	8.210526	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPN13	8.210526	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLAAT1	8.210526	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGBD5	8.210526	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NIBAN1	8.210526	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTPAP	8.210526	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPS18B	8.210526	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MANSC4	8.210526	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LYPLA1	8.210526	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LSM14A	8.210526	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KPNA6	8.210526	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHL42	8.210526	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GALK1	8.210526	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM107A	8.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0
ENO2	8.210526	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF2AK2	8.210526	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTBP1	8.210526	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP74	8.210526	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1QL3	8.210526	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM52	8.157895	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM243	8.157895	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TIPIN	8.157895	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH3BP5	8.157895	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHYKPL	8.157895	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDLIM7	8.157895	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OSBP	8.157895	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTAP	8.157895	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPZL1	8.157895	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHL1	8.157895	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHDC8B	8.157895	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISG15	8.157895	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRF9	8.157895	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPR	8.157895	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR1	8.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0
G6PC3	8.157895	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EVL	8.157895	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EOLA2	8.157895	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAI3	8.157895	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNRIP1	8.157895	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDC37	8.157895	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC89	8.157895	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C6orf47	8.157895	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BVES	8.157895	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCAS4	8.157895	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APOBEC3C	8.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0
AGAP3	8.157895	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	73	0	0	0
ZNF813	8.105263	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF772	8.105263	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VENTX	8.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0
UTP14A	8.105263	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE2A	8.105263	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBB6	8.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0
TK2	8.105263	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SF3B3	8.105263	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRND	8.105263	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP3CC	8.105263	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLAG1	8.105263	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NIM1K	8.105263	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBR1	8.105263	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MARCHF10	8.105263	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K1	8.105263	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAX1	8.105263	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAS1L	8.105263	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSF1	8.105263	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HES4	8.105263	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GJB6	8.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0
G0S2	8.105263	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRMD5	8.105263	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM78B	8.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0
FAM163B	8.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0
FABP5	8.105263	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0
DDX3Y	8.105263	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYFIP1	8.105263	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRISPLD2	8.105263	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0
CRELD1	8.105263	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COG4	8.105263	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CIDEA	8.105263	0	0	0	0	0	0	77	77	0	0	0	0	0	0	0	0	0	0	0	0
CHCHD7	8.105263	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP91	8.105263	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD93	8.105263	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0
C10orf53	8.105263	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOP1	8.105263	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASAP1	8.105263	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSF3	8.105263	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZDBF2	8.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0
WWP1	8.052632	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP38	8.052632	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TIMP2	8.052632	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TICRR	8.052632	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOCS7	8.052632	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLMAP	8.052632	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC37A2	8.052632	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SALL4	8.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0
RAP2B	8.052632	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCBD1	8.052632	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PARP15	8.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0
OAT	8.052632	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCOA6	8.052632	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTT	8.052632	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRK5	8.052632	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERAP1	8.052632	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELK4	8.052632	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DTX1	8.052632	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJC21	8.052632	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDX60L	8.052632	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYB5R1	8.052632	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHCHD10	8.052632	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDKN2B	8.052632	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC40	8.052632	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B3GALT2	8.052632	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATXN7L1	8.052632	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASCL5	8.052632	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANTKMT	8.052632	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL4	8.052632	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF724	8.000000	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF66	8.000000	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YRDC	8.000000	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UHRF1BP1L	8.000000	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPYL4	8.000000	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPO	8.000000	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMBIM1	8.000000	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLCD3A	8.000000	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D10A	8.000000	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH3BGRL	8.000000	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDF4	8.000000	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAMD3	8.000000	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RACK1	8.000000	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB11FIP3	8.000000	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PKP2	8.000000	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHKG1	8.000000	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDGFRA	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0
NRXN3	8.000000	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
