Target_genes	TCF3|Average	SRX107286|CCRF-CEM	SRX190201|GM12878	SRX10477210|Hep_G2	SRX10477211|Hep_G2	SRX8736984|hESC_derived_neural_cells	SRX8736983|hESC_H1	SRX12024651|hESC_H9	SRX12024653|hESC_H9	SRX656347|ICN12	SRX128780|Jurkat_(Clone_E6-1)	SRX10478377|K-562	SRX10478378|K-562	SRX236115|Kasumi-1	SRX1212540|RAMOS	SRX7083392|RAMOS	SRX2043230|RCH-ACV	SRX158105|RPMI_8402	SRX158106|RPMI_8402	SRX2043226|SEM	STRING
PAPSS2	14.736842	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	83	0	0	0	0
CR1	14.736842	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0
TMSB4X	14.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0
TBC1D12	14.684211	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	174	0	0	0	0
SULT1C4	14.684211	0	0	0	0	0	0	0	0	0	0	142	137	0	0	0	0	0	0	0	0
SPATA20	14.684211	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0
SOX4	14.684211	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OXT	14.684211	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	190	0	0	0	0
MED12	14.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0
KCNF1	14.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0
HSPA6	14.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	71	0
DISP1	14.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0
CFAP69	14.684211	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0	0	0	0
TMEM169	14.631579	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0
SEMA4F	14.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	0
PPP1R3F	14.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	0
PLEKHD1	14.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	0
PLD2	14.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	0
PECR	14.631579	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0
NTN1	14.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	100	0
GPATCH4	14.631579	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	192	0	0	0	0
C12orf42	14.631579	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM45	14.578947	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	174	0	0	0	0
TMEM125	14.578947	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATS2L	14.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0
SLC6A12	14.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0
SLC43A3	14.578947	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0
PITPNM1	14.578947	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0	0
PCGF3	14.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0
FUT3	14.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0
EMC6	14.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0
EDARADD	14.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0
CHI3L1	14.578947	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0	0
C17orf97	14.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0
BRD1	14.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0
ZNF888	14.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0
NDUFB10	14.526316	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	170	0	0	0	0
GPR158	14.526316	0	0	0	152	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0
CBR3	14.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0
ZBTB42	14.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0
UBA3	14.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0
MED6	14.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0
GRM8	14.473684	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0
EMC3	14.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0
CSF1	14.473684	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0
SLC25A43	14.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0
RADIL	14.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0
PROS1	14.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0
PKP2	14.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0
LOC728392	14.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0
FOXD1	14.421053	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	145	0	0	0	0
EFHD1	14.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0
CFAP70	14.421053	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0
CCDC175	14.421053	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0
BMPER	14.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0
APOBEC4	14.421053	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	130	0	0	0	0
ZXDA	14.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0
ZNF226	14.368421	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	193	0	0	0	0
UNG	14.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0
TMC7	14.368421	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	138	0	0	0	0
PFDN5	14.368421	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	150	0	0	0	0
HPCAL4	14.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0
GPRIN3	14.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0
FTSJ1	14.368421	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	197	0	0	0	0
CHST7	14.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0
CCL19	14.368421	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0
PHF8	14.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0
MMGT1	14.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0
MERTK	14.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0
KANK3	14.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0
WNT16	14.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	0	0	0	0
TMEM74B	14.263158	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	101	0	0	0	0
TM4SF5	14.263158	0	0	0	0	0	0	0	0	0	0	0	0	271	0	0	0	0	0	0	0
CABP1	14.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	0	0	0	0
SPIN2B	14.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0
MPPED2	14.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0
KIRREL2	14.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0
KIRREL1	14.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0
HSD17B14	14.210526	0	0	0	0	0	0	0	0	90	0	0	180	0	0	0	0	0	0	0	0
HOOK2	14.210526	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	144	0	0	0	0
EPS8L3	14.210526	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0
DHX58	14.210526	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0
CENPB	14.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0
BTN2A2	14.210526	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	194	0	0	0	0
BCAP31	14.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0
ABCD1	14.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0
UCN3	14.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0
TM4SF19	14.157895	0	0	0	0	0	0	0	0	0	0	93	0	176	0	0	0	0	0	0	0
SIRPA	14.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0
SHC3	14.157895	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0
PRPF38A	14.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0
ORC1	14.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0
KCTD17	14.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0
GLI1	14.157895	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0
FPR1	14.157895	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0
EFNA1	14.157895	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	174	0	0	0	0
CLNK	14.157895	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0
ZNF677	14.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0	0	0
TSPYL4	14.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0	0	0
LMBR1L	14.105263	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
ERFL	14.105263	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	155	0	0	0	0
SPDL1	14.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0
SOBP	14.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0
RNF182	14.052632	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	140	0	0	0	0
PRSS22	14.052632	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0
OLFML2B	14.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0
MSX1	14.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0
MRPL2	14.052632	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	167	0	0	0	0
KLC4	14.052632	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	167	0	0	0	0
CASP4	14.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0
BST1	14.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0
RTN4RL1	14.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0	0
PYCR1	14.000000	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0
PLXNA4	14.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0	0
PIANP	14.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0	0
OR2J3	14.000000	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0
NDUFB8	14.000000	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0
MINDY4	14.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0	0
CACNA2D2	14.000000	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	147	0	0	0	0
C11orf97	14.000000	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0
B3GALNT1	14.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	117	0
UBXN11	13.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	0	0
NCALD	13.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	0	0
C9orf50	13.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	0	0
ARNT2	13.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	0	0
TBC1D3J	13.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0
TBC1D3I	13.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0
TBC1D3H	13.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0
TBC1D3G	13.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0
TBC1D3D	13.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0
SHISA9	13.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0
SH3GL3	13.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0
SGCE	13.894737	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0
SERHL2	13.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0
PEG10	13.894737	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0
HPDL	13.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0
GCC1	13.894737	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	159	0	0	0	0
ATP6V1F	13.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0
SCML1	13.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	145	0	0	0
PCDHGC4	13.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0
KIF26B	13.842105	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0
IL13	13.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0
DHX37	13.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0
TRIM71	13.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	0	0
TPSD1	13.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	0	0
SCG2	13.789474	0	0	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SBK3	13.789474	0	0	0	0	0	0	0	0	0	0	0	262	0	0	0	0	0	0	0	0
RSPO4	13.789474	0	0	0	0	0	0	0	0	0	0	131	131	0	0	0	0	0	0	0	0
PHETA2	13.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	0	0
CAVIN2	13.789474	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	0	0	0	0	0
AXIN2	13.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	0	0
PSMB4	13.736842	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	170	0	0	0	0
NMT1	13.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0
ESYT1	13.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0
BAALC	13.736842	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	92	0	0	0	0
ADAMTS7	13.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0
NUP62CL	13.684211	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0
METTL27	13.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0
KASH5	13.684211	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	142	0	0	0	0
GNG12	13.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0
FYB1	13.684211	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0
DNAAF6	13.684211	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0
ARID5B	13.684211	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0
ZNF776	13.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0
ZNF287	13.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0
LAMA3	13.631579	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	163	0	0	0	0
EXOC6B	13.631579	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	175	0	0	0	0
DIPK1C	13.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0
CCDC120	13.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0
TMEM109	13.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0	0	0
SULT1A4	13.578947	0	0	0	145	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0
SULT1A3	13.578947	0	0	0	145	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0
RGS11	13.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0	0	0
PRSS48	13.578947	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0
TPH2	13.526316	0	0	0	0	0	0	0	0	0	0	107	150	0	0	0	0	0	0	0	0
SEPTIN4	13.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0
RACK1	13.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0
P4HA2	13.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0
FFAR1	13.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0
DSN1	13.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0
DNAJC15	13.526316	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0
DGAT2L6	13.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0
TXNRD3	13.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0
TMEM214	13.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0
PI4K2A	13.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0
GRM4	13.421053	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	96	0	0	0	0
FAM210B	13.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0
RPS6KA4	13.368421	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	124	0	0	0	0
PRR4	13.368421	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0
POP5	13.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0
PDGFRA	13.368421	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	121	0	0	0	0
OR6P1	13.368421	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0
MAML3	13.368421	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	191	0	0	0	0
EYA1	13.368421	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0
ARMC3	13.368421	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0
ZNF629	13.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0
SIX4	13.315789	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0
PTPRC	13.315789	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	164	0	0
LINGO1	13.315789	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	126	0	0	0	0
ENPP5	13.315789	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0
CD276	13.315789	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	125	0	0	0	0
CACNG5	13.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0
ZRSR2	13.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0
ZNF486	13.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	79	0
ZNF433	13.263158	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	113	0	0	0	0
UGGT2	13.263158	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLR6	13.263158	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0
RAB15	13.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0
R3HDM4	13.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0
NODAL	13.263158	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENTPD7	13.263158	0	106	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0
RTP4	13.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0
PEA15	13.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0
PDE6B	13.210526	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	111	0	0	0	0
CREB3L3	13.210526	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	147	0	0	0	0
CERS1	13.210526	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0
TMEM144	13.157895	0	0	0	0	0	0	0	0	0	0	0	145	105	0	0	0	0	0	0	0
STAC	13.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0
SMS	13.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0
RIMS1	13.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0
PHLDB3	13.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0
PFKFB4	13.157895	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	134	0	0	0	0
MED28	13.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0
LTBP2	13.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0
HYAL4	13.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0
HMGN5	13.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0
GSPT2	13.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0
EFNA2	13.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0
EDN2	13.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0
ATP5F1D	13.157895	0	0	0	0	0	0	0	0	0	0	0	124	126	0	0	0	0	0	0	0
LOC102723971	13.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0
FAM122B	13.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0
DLG3	13.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0
CRYZL2P-SEC16B	13.105263	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0
CLCN5	13.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0
ANO6	13.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0
STPG1	13.052632	0	110	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDHA1	13.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0
INSL6	13.052632	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	113	0	0
CEP295NL	13.052632	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	125	0	0	0	0
SLC10A3	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0
RBM24	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	134	0
PRUNE1	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0
PPP1R1B	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0
PBX1	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0
GLIPR1L1	13.000000	0	0	0	0	0	0	0	0	0	0	0	122	125	0	0	0	0	0	0	0
GBP2	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0
CRYGN	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0
COLEC12	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0
APOBEC3B	13.000000	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	163	0	0	0	0
PPBP	12.947368	0	0	0	0	0	0	0	0	0	0	0	134	112	0	0	0	0	0	0	0
NDUFA4L2	12.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0
MTM1	12.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0
MTARC1	12.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0
KCNK6	12.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0
HIC1	12.947368	0	68	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0
WFDC2	12.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0
RBBP9	12.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0
PSAPL1	12.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0
PCDHGA10	12.894737	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0
KCNK5	12.894737	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	99	0
HAPLN2	12.894737	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0
DTX3	12.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0
DCDC2B	12.894737	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0
BRCA1	12.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0
VAT1L	12.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0
SEZ6L	12.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0
KLHL3	12.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0
