Target_genes	KDM5B|Average	SRX3285563|C49R	SRX3285565|C70R	SRX3285588|C70R	SRX3285589|C70R	SRX3285613|C70R	SRX3285614|C70R	SRX3285576|FULR	SRX3285591|FULR	SRX3285592|FULR	SRX3285604|FULR	SRX3285605|FULR	SRX3285606|FULR	SRX3285608|FULR	SRX265432|HCC2157	SRX10475115|Hep_G2	SRX10475116|Hep_G2	SRX116461|hESC_H1	SRX116462|hESC_H1	SRX186653|hESC_H1	SRX3009990|hESC_H1	SRX3009991|hESC_H1	SRX116428|K-562	SRX116438|K-562	SRX116439|K-562	SRX186782|K-562	SRX055308|MCF-7	SRX055309|MCF-7	SRX055310|MCF-7	SRX055311|MCF-7	SRX055312|MCF-7	SRX265412|MCF-7	SRX265413|MCF-7	SRX265414|MCF-7	SRX3285561|MCF-7	SRX3285578|MCF-7	SRX3285580|MCF-7	SRX3285582|MCF-7	SRX3285584|MCF-7	SRX3285594|MCF-7	SRX3285595|MCF-7	SRX3285610|MCF-7	SRX3285611|MCF-7	SRX265430|MDA-MB-231	SRX265425|SUM_159PT	SRX265422|SUM_185PE	SRX265423|SUM_185PE	SRX265420|T-47D	SRX3285586|TAMR	SRX3285597|TAMR	SRX3285598|TAMR	SRX055303|U-937	SRX055304|U-937	SRX055305|U-937	SRX055306|U-937	STRING
PDE1C	56.925926	74	124	0	0	0	0	0	0	0	0	0	0	0	0	0	713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	289	282	0	0	0	0	0	0	0	71	0	0	0	0	374	688	135	0	0	0	0	0	0	0
ZNF674	56.907407	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	356	0	295	0	0	0	0	0	150	182	174	0	0	90	0	0	69	0	0	0	214	0	0	73	1016	0	0	0	0	129	0	0	0
TUBA4B	56.907407	0	123	0	0	0	0	0	0	0	159	80	0	0	0	0	130	0	0	0	0	0	0	966	0	801	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	140	108	0	0	229	255	0	0	0	0	0	0	0	0
SULT2B1	56.907407	0	0	0	0	0	100	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	231	0	186	0	0	0	0	0	386	497	472	0	0	0	0	0	0	0	100	0	0	0	0	156	865	0	0	0	0	0	0	0	0
NINJ1	56.870370	0	0	0	0	58	157	0	0	0	108	85	0	0	0	0	315	0	0	0	0	0	0	426	0	272	0	0	0	0	0	104	100	212	0	0	90	0	0	157	98	0	74	0	0	0	227	588	0	0	0	0	0	0	0	0
CASK	56.870370	125	0	0	0	0	101	95	0	0	86	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	208	228	0	0	0	0	0	122	114	0	81	606	0	0	188	603	106	0	0	0	0	0	0	0
CACNB4	56.870370	107	112	0	139	88	207	0	0	0	235	155	0	0	95	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	123	176	0	0	0	0	0	180	100	146	281	200	0	0	0	304	96	0	0	0	0	0	0	0
ACER1	56.814815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	282	449	0	0	0	0	0	0	0	0	0	0	0	0	773	1192	0	0	0	0	0	0	0	0
ZNF619	56.796296	135	0	0	0	0	154	0	0	0	121	0	0	0	0	91	342	0	0	0	0	0	0	475	0	367	0	0	0	0	0	164	0	109	0	0	0	0	0	103	0	124	0	104	0	0	267	431	0	0	0	0	80	0	0	0
ZDHHC2	56.796296	0	92	0	130	0	217	72	0	0	186	153	0	0	0	0	224	0	0	0	0	0	0	458	0	372	0	0	0	0	0	0	123	0	0	0	114	0	0	153	118	83	219	125	0	0	148	0	80	0	0	0	0	0	0	0
MT1X	56.796296	0	0	0	0	0	0	0	0	0	0	0	0	0	106	81	373	0	0	0	0	0	0	722	0	572	0	0	0	0	0	0	212	126	0	0	0	0	0	0	0	0	0	145	0	0	366	364	0	0	0	0	0	0	0	0
PLAAT3	56.740741	141	128	0	105	117	281	0	0	0	150	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	152	163	0	0	172	0	0	110	92	120	217	289	0	0	90	514	0	0	0	0	0	0	0	0
UBE2K	56.722222	78	0	0	0	91	145	0	0	0	0	0	0	0	130	0	394	0	0	0	0	0	0	402	0	338	0	0	0	0	0	158	208	206	0	0	0	0	0	97	0	0	0	325	0	0	220	271	0	0	0	0	0	0	0	0
THAP11	56.722222	68	0	0	0	0	0	108	0	0	149	0	0	0	299	0	130	0	0	0	0	0	0	298	0	292	0	0	0	0	0	0	96	135	0	0	100	0	0	91	0	169	0	245	0	0	162	640	81	0	0	0	0	0	0	0
HMOX1	56.703704	0	0	0	0	0	149	0	0	0	0	0	0	0	385	97	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	173	185	0	0	0	0	0	0	0	0	0	702	0	0	517	442	0	0	0	0	0	0	0	0
FABP5	56.685185	105	109	0	118	0	259	0	0	0	0	0	0	0	436	160	402	0	0	0	0	0	0	254	0	175	0	0	0	0	0	117	99	143	0	0	0	0	0	60	0	0	168	237	0	0	219	0	0	0	0	0	0	0	0	0
HHAT	56.666667	104	0	0	0	0	117	0	0	0	86	115	0	0	348	0	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	192	171	0	0	0	0	0	105	0	109	150	240	0	0	407	440	0	0	0	0	0	0	0	0
EZH1	56.666667	0	0	0	0	0	186	0	0	0	0	0	0	0	188	178	783	0	0	0	0	0	0	228	0	135	0	0	0	0	0	0	104	194	0	0	0	0	0	0	0	0	107	249	0	0	217	414	77	0	0	0	0	0	0	0
FGFR3	56.648148	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	113	0	0	0	0	0	0	1222	0	912	0	0	0	0	0	0	88	85	0	0	0	0	0	0	0	0	0	0	0	0	294	240	0	0	0	0	0	0	0	0
GLI1	56.629630	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	414	0	0	0	0	0	0	0	0	0	274	0	84	633	1207	0	0	0	0	0	0	0	0
PTGER3	56.592593	100	125	0	0	0	106	0	0	0	131	91	0	0	0	0	0	0	0	0	0	0	0	488	0	383	0	0	0	0	0	119	115	122	0	0	0	0	0	0	0	0	110	0	0	0	151	789	121	0	105	0	0	0	0	0
PLAC8	56.592593	160	79	0	0	141	99	0	0	0	162	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	220	175	0	0	0	0	0	0	90	0	174	436	0	0	296	635	0	0	0	0	0	0	0	0
CHKB	56.592593	0	0	0	0	0	0	71	0	0	71	0	0	0	0	91	304	0	0	0	0	0	0	438	0	348	0	0	0	0	0	156	281	137	0	0	108	0	0	84	0	70	82	277	0	0	258	280	0	0	0	0	0	0	0	0
SUFU	56.574074	0	134	0	0	0	125	0	0	0	105	0	0	0	153	0	221	0	0	0	0	0	0	270	0	209	0	0	0	0	0	73	213	279	0	0	0	0	0	0	0	0	0	307	0	0	369	597	0	0	0	0	0	0	0	0
RNF41	56.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	144	0	0	0	0	0	0	336	0	299	0	0	0	0	0	274	234	174	0	0	0	0	0	0	0	0	0	129	0	166	303	785	0	0	0	0	0	0	0	0
MPZL2	56.555556	0	126	0	0	0	180	0	0	0	160	106	0	0	257	76	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	398	284	181	0	0	0	0	0	159	105	99	108	0	0	0	146	323	0	0	0	0	0	0	0	0
YY1	56.537037	146	0	0	0	0	138	0	0	0	71	57	119	0	155	0	0	0	0	0	0	0	0	285	0	248	0	0	0	0	0	0	139	237	0	0	108	0	0	123	107	113	116	201	0	0	200	381	109	0	0	0	0	0	0	0
OSBPL3	56.518519	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	290	0	0	0	0	0	0	533	0	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	571	0	0	403	658	0	0	0	0	0	0	0	0
PTBP1	56.481481	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	187	0	0	0	0	0	0	558	0	457	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	373	86	0	251	694	0	0	0	0	0	0	0	0
ZNF142	56.425926	114	138	0	0	0	109	0	0	0	0	0	0	0	105	96	507	0	0	0	0	0	0	247	0	189	0	0	0	0	0	124	194	260	0	0	0	0	0	104	0	67	0	98	0	0	285	410	0	0	0	0	0	0	0	0
EIF3L	56.425926	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	443	0	0	0	0	0	0	303	0	264	137	0	0	0	0	85	105	144	0	0	0	0	0	0	0	0	0	165	0	0	325	689	0	0	0	0	91	0	0	0
BCS1L	56.425926	114	138	0	0	0	109	0	0	0	0	0	0	0	105	96	507	0	0	0	0	0	0	247	0	189	0	0	0	0	0	124	194	260	0	0	0	0	0	104	0	67	0	98	0	0	285	410	0	0	0	0	0	0	0	0
TMEM160	56.407407	141	90	0	0	0	0	0	0	0	86	0	0	0	122	0	261	0	0	0	0	0	0	317	0	250	0	0	0	0	0	88	142	283	0	0	104	0	0	125	0	68	0	276	0	0	169	434	90	0	0	0	0	0	0	0
FBXL3	56.407407	99	0	0	0	0	81	0	0	0	79	0	0	0	0	0	266	0	0	0	0	0	0	485	0	389	0	0	0	0	0	0	182	197	0	0	140	0	0	94	0	0	0	237	0	0	251	448	98	0	0	0	0	0	0	0
ATP6V0B	56.407407	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	292	0	0	0	0	0	0	239	0	185	0	0	0	0	0	163	211	180	0	0	0	0	0	0	0	0	0	496	0	0	225	739	82	0	0	0	0	0	0	0
F11R	56.370370	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	309	0	0	0	0	0	0	555	0	478	0	0	0	0	0	111	115	183	0	0	0	0	0	0	120	0	0	130	0	0	226	643	0	0	0	0	0	0	0	0
ZNF317	56.351852	0	0	0	0	0	0	0	0	0	0	0	0	0	205	105	395	0	0	0	0	0	0	671	0	598	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	225	0	0	242	476	0	0	0	0	0	0	0	0
UBA1	56.351852	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	143	0	0	0	0	0	0	413	0	355	0	0	0	0	0	0	163	227	0	0	0	0	0	0	0	0	0	482	0	0	303	699	0	0	0	0	0	0	0	0
NBR1	56.351852	0	0	0	0	0	0	0	0	0	0	0	110	0	285	0	233	0	0	0	0	0	0	179	0	155	114	0	0	0	0	0	127	221	0	0	170	0	0	209	248	0	0	256	129	0	133	474	0	0	0	0	0	0	0	0
DPF1	56.351852	0	0	0	0	0	127	0	0	0	82	0	0	0	159	99	164	0	0	0	0	0	0	329	0	204	0	0	0	0	0	164	264	206	0	0	0	0	0	0	90	0	82	272	0	0	337	464	0	0	0	0	0	0	0	0
ZNF77	56.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0	0	130	274	0	205	0	0	0	0	0	304	273	195	0	0	0	0	0	0	0	66	0	312	0	0	440	564	0	0	0	0	0	0	0	0
ZKSCAN5	56.314815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	0	782	0	593	0	0	0	0	0	102	140	194	0	0	0	0	0	0	0	0	0	136	0	0	340	517	0	0	0	0	0	0	0	0
EPHA7	56.314815	135	146	0	135	104	150	125	0	0	197	132	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	153	152	0	0	126	0	0	0	115	109	183	0	0	0	165	178	163	94	148	0	0	0	0	0
HSPA13	56.296296	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	294	0	0	0	0	0	0	361	0	303	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	173	0	0	467	1076	0	0	0	0	0	0	0	0
ZNF416	56.259259	151	118	0	0	0	0	0	0	0	75	0	0	0	183	124	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	187	207	0	0	145	0	0	0	0	0	0	177	0	0	532	617	0	0	0	0	0	0	0	0
PSTPIP2	56.259259	0	0	0	0	0	211	0	0	0	139	0	0	0	0	0	138	0	0	0	0	0	0	400	0	390	0	0	0	0	0	128	189	265	0	0	0	0	0	139	0	0	141	96	0	0	378	424	0	0	0	0	0	0	0	0
LZTS2	56.222222	0	0	0	0	0	0	0	0	0	95	0	0	0	160	0	241	0	0	0	0	0	0	101	0	0	0	0	0	0	0	338	302	203	0	0	0	0	0	0	0	0	68	623	0	0	224	577	104	0	0	0	0	0	0	0
HDAC5	56.222222	0	91	0	110	0	0	0	0	0	0	95	0	0	98	97	273	0	0	0	0	0	0	584	0	488	0	0	0	0	0	0	0	175	0	0	0	0	0	110	0	0	0	163	0	0	133	531	88	0	0	0	0	0	0	0
RBM3	56.203704	0	0	0	0	0	0	0	0	0	0	0	0	0	415	82	213	0	0	0	0	0	0	206	0	213	130	0	0	0	0	179	229	203	0	0	0	0	0	0	0	0	0	114	0	0	252	799	0	0	0	0	0	0	0	0
LTBP3	56.185185	162	153	0	0	0	93	0	0	0	132	0	0	0	173	0	119	0	0	0	0	0	0	110	0	78	0	0	0	0	0	123	186	159	0	0	163	0	0	113	99	96	0	222	0	0	230	561	0	62	0	0	0	0	0	0
LOC730098	56.185185	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	148	0	0	0	0	0	0	576	0	558	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	266	0	0	0	985	0	0	0	0	0	0	0	0
SP1	56.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	532	0	460	0	0	0	0	0	275	140	464	0	0	0	0	0	0	0	0	0	176	0	0	369	617	0	0	0	0	0	0	0	0
SELENBP1	56.166667	0	0	0	0	0	0	0	0	0	78	0	0	0	414	0	208	0	0	0	0	0	0	883	0	701	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	235	344	0	0	0	0	0	0	0	0
SMDT1	56.129630	0	0	0	0	0	0	0	0	0	0	0	0	0	288	155	263	0	0	0	0	0	0	342	0	267	0	0	0	0	0	256	134	225	0	0	94	0	0	0	0	0	0	170	0	0	404	433	0	0	0	0	0	0	0	0
NCOA2	56.111111	129	98	0	0	0	132	0	0	0	116	0	0	0	344	105	447	0	0	0	0	0	0	151	0	202	0	0	0	0	0	95	135	0	0	0	0	0	0	79	0	0	0	191	0	0	285	521	0	0	0	0	0	0	0	0
LXN	56.111111	112	84	0	68	0	178	0	0	0	154	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	406	236	148	0	145	0	0	244	194	113	158	372	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB3	56.092593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	772	0	687	0	0	0	0	0	106	0	239	0	0	0	0	0	0	0	0	0	156	0	0	294	535	0	0	0	0	0	0	0	0
WDR5B	56.092593	0	0	0	0	0	0	0	0	0	0	0	0	0	190	102	363	0	0	0	0	0	0	458	0	423	192	0	111	0	0	0	0	241	0	0	0	0	0	0	199	0	0	0	0	0	113	438	0	0	0	0	199	0	0	0
KDELR1	56.074074	0	0	0	0	0	0	0	0	0	145	0	0	0	118	0	302	0	0	0	0	0	0	198	0	193	0	0	0	0	0	237	313	218	0	0	148	0	0	139	160	0	0	221	0	0	155	481	0	0	0	0	0	0	0	0
PIK3AP1	56.037037	109	168	0	90	97	230	0	0	0	241	109	0	0	165	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	224	157	0	0	0	0	0	139	0	102	177	154	0	0	181	105	139	0	0	0	0	0	0	0
NCOR2	56.018519	0	0	0	0	0	66	0	0	0	69	0	0	0	367	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	215	288	0	0	0	0	0	114	0	115	0	403	0	0	271	715	0	0	0	0	0	0	0	0
SCFD2	56.000000	97	0	0	0	0	166	0	0	0	94	0	0	0	210	72	211	0	0	0	0	0	0	342	0	252	141	0	0	0	0	0	0	109	0	0	110	0	0	106	0	174	103	0	0	0	158	383	108	68	0	0	120	0	0	0
TPRN	55.981481	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	294	0	0	0	0	0	0	702	0	544	0	0	0	0	0	0	156	203	0	0	0	0	0	0	0	0	0	158	0	0	439	359	0	0	0	0	0	0	0	0
PGAP3	55.962963	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	254	0	0	0	0	0	0	121	0	76	0	0	0	0	0	198	297	241	0	0	0	0	0	0	0	0	0	438	0	126	295	751	0	0	0	0	0	0	0	0
ISM2	55.962963	176	92	0	119	97	279	0	0	0	109	112	0	0	0	202	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	179	122	0	0	0	0	0	93	0	93	283	144	0	0	110	206	78	0	0	0	0	0	0	0
INTS3	55.944444	0	0	0	0	0	131	0	0	0	0	0	0	0	361	0	292	0	0	0	0	0	153	359	0	268	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	113	188	0	0	228	753	0	0	0	0	0	0	0	0
FAT1	55.944444	130	103	114	114	0	171	0	0	0	137	151	0	0	168	0	164	0	0	0	0	0	0	296	0	231	0	0	0	0	0	0	132	211	0	0	0	0	0	112	88	124	139	138	0	0	298	0	0	0	0	0	0	0	0	0
DNAJC18	55.944444	0	0	0	0	0	105	0	0	0	82	0	0	0	183	136	339	0	0	0	0	0	0	318	0	246	0	0	0	0	0	104	172	260	0	0	0	0	0	0	0	82	0	181	116	0	317	380	0	0	0	0	0	0	0	0
UBE2L5	55.925926	115	0	0	0	0	139	0	0	0	92	0	0	0	186	0	0	0	0	0	0	0	0	268	0	157	0	0	0	0	0	109	154	201	0	0	0	0	0	0	0	0	0	187	146	143	528	595	0	0	0	0	0	0	0	0
TSC22D3	55.925926	139	149	0	0	0	218	87	0	0	159	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	232	172	0	0	0	0	0	131	133	115	104	168	0	0	223	321	72	0	0	0	0	0	0	0
NTN1	55.907407	117	138	0	0	74	150	0	0	0	235	103	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	230	0	0	116	0	0	177	72	117	179	0	0	0	498	208	144	0	82	0	0	0	0	0
LBH	55.907407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1553	0	1309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0
DEGS2	55.907407	174	175	0	77	0	183	121	0	0	139	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	171	142	0	0	140	0	0	240	150	85	168	0	0	0	129	406	140	0	99	0	0	0	0	0
CSHL1	55.888889	122	0	0	0	0	0	0	0	0	133	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	768	136	0	149	0	0	0	0	0	0	355	0	0	176	755	0	0	0	0	0	0	0	0
TUBB3	55.870370	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	940	0	831	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	198	0	0	312	195	0	0	0	0	0	0	0	0
MYL6	55.870370	0	0	0	0	0	0	0	0	0	79	0	0	0	146	0	205	0	0	0	0	0	0	847	0	774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	243	550	0	0	0	0	0	0	0	0
TMEM50A	55.851852	124	0	0	0	0	85	0	0	0	0	0	0	0	161	73	327	0	0	0	0	0	0	324	0	234	0	0	0	0	0	0	141	190	0	0	0	0	0	0	0	92	71	353	0	0	278	409	154	0	0	0	0	0	0	0
NAGA	55.851852	0	0	0	0	0	0	0	0	0	0	0	0	0	93	102	492	0	0	0	0	0	0	534	0	460	0	0	0	0	0	111	100	136	0	0	0	0	0	0	0	0	0	99	0	0	307	582	0	0	0	0	0	0	0	0
ZNF565	55.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	328	0	0	0	0	0	0	487	0	399	0	0	0	0	0	118	171	155	0	0	0	0	0	0	0	0	0	293	0	0	288	572	0	0	0	0	0	0	0	0
ZNF146	55.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	328	0	0	0	0	0	0	487	0	399	0	0	0	0	0	118	171	155	0	0	0	0	0	0	0	0	0	293	0	0	288	572	0	0	0	0	0	0	0	0
MTCL1	55.833333	83	112	0	0	0	219	0	0	0	99	0	0	0	114	0	155	0	0	0	0	0	0	556	0	354	0	0	0	0	0	0	85	94	0	0	84	0	0	181	112	96	101	122	0	0	151	297	0	0	0	0	0	0	0	0
CHD2	55.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	154	0	0	0	0	0	0	893	0	812	0	0	0	0	0	121	110	276	0	0	0	0	0	126	101	139	78	0	0	0	0	0	0	0	0	0	0	0	0	0
ADPRHL1	55.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	164	0	0	0	0	0	0	198	0	175	111	0	0	0	0	159	177	210	0	0	0	0	0	0	0	0	0	121	0	0	500	1000	0	0	0	0	0	0	0	0
CCDC169-SOHLH2	55.814815	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	194	0	0	0	0	0	0	301	0	248	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	71	79	522	0	0	352	861	0	0	0	0	0	0	0	0
CCDC169	55.814815	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	194	0	0	0	0	0	0	301	0	248	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	71	79	522	0	0	352	861	0	0	0	0	0	0	0	0
RAB15	55.796296	172	136	0	82	96	156	0	0	0	184	105	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	79	0	82	109	0	0	237	204	114	176	97	0	0	219	300	199	0	0	0	0	0	0	0
PALM2AKAP2	55.777778	112	120	0	0	0	153	0	0	0	0	0	0	0	106	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	139	200	0	0	0	0	0	0	0	0	91	594	0	0	585	592	0	0	0	0	0	0	0	0
LRRIQ3	55.777778	0	0	0	0	0	0	0	0	0	113	0	70	0	214	127	309	0	0	0	0	0	0	416	0	322	0	0	0	0	0	0	127	166	0	0	0	0	0	0	0	0	0	186	0	0	289	673	0	0	0	0	0	0	0	0
FPGT-TNNI3K	55.777778	0	0	0	0	0	0	0	0	0	113	0	70	0	214	127	309	0	0	0	0	0	0	416	0	322	0	0	0	0	0	0	127	166	0	0	0	0	0	0	0	0	0	186	0	0	289	673	0	0	0	0	0	0	0	0
FPGT	55.777778	0	0	0	0	0	0	0	0	0	113	0	70	0	214	127	309	0	0	0	0	0	0	416	0	322	0	0	0	0	0	0	127	166	0	0	0	0	0	0	0	0	0	186	0	0	289	673	0	0	0	0	0	0	0	0
PRAF2	55.759259	0	0	0	0	0	147	0	0	0	136	0	0	0	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	279	0	0	0	0	0	0	0	0	113	315	0	0	396	1071	0	0	0	0	0	0	0	0
MUC1	55.740741	0	0	0	0	0	0	0	0	0	0	0	0	0	440	0	122	0	0	0	0	0	0	410	0	388	0	0	0	0	0	308	424	0	0	0	0	0	0	0	0	0	0	288	0	0	166	464	0	0	0	0	0	0	0	0
SLX4	55.703704	94	0	0	0	0	0	125	0	0	0	0	0	0	116	0	263	0	0	0	0	0	0	384	0	306	0	0	0	0	0	148	209	137	0	0	70	0	0	136	0	121	105	144	0	0	212	345	93	0	0	0	0	0	0	0
SLC30A3	55.666667	144	166	0	71	79	169	0	0	0	171	151	0	0	0	0	103	0	0	0	0	0	0	175	0	116	0	0	0	0	0	165	164	113	0	78	124	0	0	185	184	0	179	99	0	0	164	96	110	0	0	0	0	0	0	0
N4BP2L2	55.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	254	0	0	0	0	0	0	234	0	187	0	0	0	0	0	130	0	270	0	0	0	0	0	207	205	81	102	263	0	0	221	482	0	0	0	0	118	0	0	0
CRYBG2	55.648148	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	368	552	0	0	0	0	0	0	0	0	0	0	0	0	540	943	0	0	0	0	0	0	0	0
SMIM10L2B	55.611111	169	122	0	134	198	299	131	0	0	192	111	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	142	0	0	0	85	0	202	107	138	176	94	0	0	0	157	167	165	0	0	0	0	0	0
PRKCQ	55.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	467	0	0	0	0	0	0	441	0	365	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	440	0	131	660	234	0	0	0	0	0	0	0	0
UNC5C	55.592593	188	116	0	134	105	262	0	0	0	168	117	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	159	156	0	0	0	0	0	110	0	135	174	0	0	0	202	346	184	0	172	0	0	0	0	0
SPTBN2	55.592593	164	228	0	145	113	308	0	0	0	271	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	113	0	0	149	151	156	230	114	0	0	103	199	186	0	0	0	0	0	0	0
SLC25A6	55.592593	0	0	0	0	0	0	0	0	0	0	0	0	0	237	146	362	0	0	0	0	0	0	179	0	160	0	0	0	0	0	82	125	184	0	0	0	0	0	0	96	0	0	381	128	161	356	405	0	0	0	0	0	0	0	0
FAM53B	55.592593	126	101	0	88	95	153	78	0	73	144	116	0	0	109	0	0	0	0	0	0	0	0	128	0	125	0	0	0	0	0	93	131	119	63	0	84	0	0	127	138	84	131	132	0	0	181	131	150	0	102	0	0	0	0	0
ZNF865	55.574074	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	94	0	0	0	0	0	0	358	0	295	0	0	0	0	0	0	191	257	0	0	0	0	0	0	0	0	0	518	0	0	528	532	0	0	0	0	0	0	0	0
CABLES2	55.574074	0	104	0	0	0	0	0	0	0	170	100	0	0	129	104	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	194	327	0	0	0	0	0	141	99	0	87	388	0	0	357	488	0	0	0	0	0	0	0	0
ZNF266	55.537037	0	0	0	0	0	122	0	0	0	102	0	0	0	390	0	391	0	0	0	0	0	0	404	0	364	0	0	0	0	0	74	0	116	0	0	0	0	0	0	0	0	0	159	0	0	347	530	0	0	0	0	0	0	0	0
CIB3	55.537037	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	645	676	372	0	0	0	0	0	0	0	0	0	0	0	212	388	454	0	0	0	0	0	0	0	0
ZNF91	55.500000	102	0	0	0	0	101	0	0	0	144	0	0	0	137	194	543	0	0	0	0	0	0	170	0	141	0	0	0	0	0	114	131	186	0	0	0	0	0	62	0	0	124	158	0	0	264	426	0	0	0	0	0	0	0	0
SLC7A11	55.500000	101	0	0	0	0	0	0	0	0	123	0	0	0	117	0	129	0	0	0	0	0	0	848	72	761	0	0	0	0	0	0	0	143	0	0	0	0	0	101	0	114	0	0	0	0	247	241	0	0	0	0	0	0	0	0
SFMBT1	55.500000	126	77	0	0	68	97	0	0	0	128	0	0	0	93	0	131	0	0	0	0	0	0	124	0	100	0	0	0	0	0	127	195	127	0	0	0	0	0	97	136	131	143	277	0	0	235	308	112	82	83	0	0	0	0	0
RBMX2	55.500000	0	0	0	0	0	135	0	0	0	0	0	0	0	281	0	131	0	0	0	0	0	0	700	0	557	72	0	0	0	0	146	94	178	0	0	0	0	0	0	0	0	0	183	0	0	127	393	0	0	0	0	0	0	0	0
